LID,t50_fid,LCDB_UID,Name,Geomorphic,ArtInfo,Wetland,Ephemeral,Depth_Meas,NewAreaHa,CentroidX,CentroidY,Region,Primary,Natural2,Natural3,Natural4,Natural5,Current2,Current3,Current4,Current5,MaxDepth,DecTemp,DecSolrad,Fetch,SumWind,Urban,Pasture,WoniUnit,WoniProvin,LakeAreaHa,LakePerim,LakeVolume,LakeElevat,MeanWind,RegionalRa,RegionalCu,NationalRa,NationalCu,NationalPr,National_1,NaturalCov,LandusePre,Impervious,InvasivePl,InvasiveFi,DamEffectU,DamEffectD,SumPressur,SumPress_1,SumPress_2,SumPress_3,catAreaHa,Residence,NitrogenLo,PredMacrop,ActualMacr,ClarityPro,LakeElev,catArea,catPerim,catSlope,catFlow,catElev,catAnnTemp,catDecSolR,catJuneSol,catPhos,catCalc,catHard,catPsize,catAlluv,catBeech_1,catGlacial,catPeat,catImpervi,catNatural,catPasture,SBTI,SBTI_Troph,MfE_TN_Med,MfE_NH4N_M,MfE_TP_Med,MfE_CHLA_M,MfE_CHLA_A,MfE_CLAR_M,MfE_TLI3_M,MfE_TLI4_M,MfE_ECOLI_,MfE_ECOLI1,MfE_ECOL_1,MfE_ECOL_2,Abell_TLI,Ab_TLI_Low,Ab_TLI_Upp,Abell_TN,Ab_TN_Lowe,Ab_TN_Uppe,Abell_TP,Ab_TP_Lowe,Ab_TP_Uppe,Abell_Chla,Ab_Chl_Low,Ab_Chl_Upp,Abell_Secc,Ab_Sec_Low,Ab_Sec_Upp,Lat,Long,Alpine_Gra,Indi_Hard,Built_up,Decid_Hard,Dep_Grass,Dune_Shrub,Estu_Wat,Exot_For,Fernland,Flaxland,For_Harv,Gorse,Gravel,Herb_FW_Ve,Herb_Sal_V,High_Prod_,Indi_For,Landslide,Low_Prod_G,Manuka,Matagouri,Mixed_Exo_,Orchard,Peat_Shrub,Per_Snow,River,Sand,Short_rot_,Sub_Alp_Sh,Mine,Tussock,Trans_Infr,Parkland
53753,100001513,lcdb2000046265,0,G,0,0,0,6,1.714010613,168.8764572,-45.18531167,Otago,G,G.1,G.1.1,G.1.1.1,G.1.1.1.1,G.1,G.1.1,G.1.1.1,G.1.1.1.1,16.3230991,7.6999998,2251.540039,280,5.9499998,0,0,Clutha,Southern South Island Province,1.7136101,507.5,93237.70313,1812.790039,6.8237901,76,1.9939482,903,15.6883898,1619,37.4768982,0.995315,0.9849634,0,0,0,0,0,0.9849634,0.9849634,0.9872816,0.9872816,32.4000015,172.8901825,0.0226,3.4000001,0,3.4000001,1812.790039,324000,2700,20.3071022,196840.25,1939.297241,1.315625,2222.03125,453,3,2,4,4,0,0,0,0,0,100,0,3.118147612,Mesotrophic,0.3097521,0.004902184,0.01309955,3.765578,18.62177,3.241849,3.671229,3.568603,1.316169,13.36707,11.3049,0.5057331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-45.18530946,168.8764539,0,0,0,0,0,0,0,0,0,0,0,0,16.42985172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.57014828,0,0
53781,5004303,lcdb2000046540,0,A,C,0,0,0,1.300436725,169.1495356,-45.05717016,Otago,B,B.1,B.1.1,B.1.1.1,B.1.1.1.2,B.1,B.1.1,B.1.1.1,B.1.1.1.1,17.9248009,17,2313.139893,370,4.1399999,0,0,Clutha,Southern South Island Province,1.30015,769.9000244,77683.10156,215.6900024,3.2470701,202,5.9845805,3138,94.7245712,3168,94.7296677,0.3063547,0.3046413,614.6818237,0,0,0,0,0.3046413,0.3046413,0.6473637,0.6473637,63.4500008,2350.984863,0.046,3.6300001,0,3.6300001,215.6900024,634500,2280,2.1119533,12060.62891,226.14328,10.390625,2307.484375,455,3,2,2,3,100,0,0,0,16.8483639,3.0723488,9.5279598,5.082224369,Supertrophic,0.7941602,0.01904742,0.03165779,8.481756,70.5772,1.794109,4.680301,4.693795,3.816042,52.2071,11.17932,0.7610271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-45.05716534,169.1495299,0,0,0,2.213211993,0,0,0,0.045827578,0,0,0,0,0,0,0,11.71414642,0,0,11.83034046,0,0,0.004387747,67.13398879,0,0,0,0,7.058097018,0,0,0,0,0
53787,5006537,lcdb2000049108,0,A,C,0,0,0,1.150854729,169.1678992,-45.05250684,Otago,B,B.1,B.1.1,B.1.1.1,B.1.1.1.2,B.1,B.1.1,B.1.1.1,B.1.1.1.2,17.8694992,17.1000004,2299.939941,280,4.1900001,0,37.9500008,Clutha,Southern South Island Province,1.1505899,435,68535.20313,220.7100067,3.2750001,197,5.9709606,3072,94.6980133,3169,94.7299423,0.3052872,0.3025777,0,0,0,0,0,0.3025777,0.3025777,0.643068,0.643068,194.5800018,745.0922241,0.0618,2.25,0,2.25,220.7100067,1945800,7920,2.0225954,33573.48438,230.6469574,10.3864584,2306.744873,455,3,2,2,3,100,0,0,0,8.5576925,1.2179487,42.1403542,4.922074318,Eutrophic,0.7767672,0.02125983,0.04298621,9.556314,80.08647,1.758395,4.812921,4.657595,3.786839,51.96612,11.43506,0.8892273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-45.05250136,169.1678974,0,0,0.57200055,0,0,0,0,2.167212528,0,0,0,0,0,0,0,22.53186353,0,0,5.097438211,0,0,1.022070436,68.60941475,0,0,0,0,0,0,0,0,0,0
53827,5004247,lcdb2000046686,0,G,0,0,0,0,4.929240221,168.132719,-44.94604445,Southland,G,G.1,G.1.1,G.1.1.1,G.1.1.1.1,G.1,G.1.1,G.1.1.1,G.1.1.1.1,27.6422005,7.1799998,2072.52002,280,4.8600001,0,0,Southland,Southern South Island Province,3.2256701,727.5999756,297215,1593.359985,5.6411099,287,12.2486887,1097,24.7242699,708,10.82477,0.995315,0.9741275,347.3131714,0,0,0,0,0.9741275,0.9741275,0.9764202,0.9764202,37.6199989,122.0821762,0.113,2.8900001,0,2.8900001,1593.359985,376200,3240,21.4585648,888611.5625,1676.460571,2.5916667,2131.972168,433.1666565,4.6969695,1.6969697,4,5,0,0,0,0,0,100,0,2.818588257,Oligotrophic,0.3047787,0.005147732,0.01404897,3.993058,18.24524,3.533995,3.688261,3.535142,1.404859,14.37018,4.718361,0.5057331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-44.9460351,168.1327139,10.38905528,0,0,0,0,0,0,0,0,0,0,0,76.14283635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.46810837,0,0
53851,5002993,lcdb2000046790,Lake Gunn,GR,0,0,0,0,271.4798163,168.0909659,-44.87562358,Southland,E,E.2,E.2.1,E.2.1.2,E.2.1.2.1,E.1,E.1.1,E.1.1.3,E.1.1.3.2,46.0236015,12.5699997,1996.689941,3900,3.23,0,0,Southland,Southern South Island Province,271.4419861,9921.299805,41642500,456.5499878,3.3439,191,10.8368692,481,8.8110685,417,6.9315076,0.995315,0.8955918,1055.767212,222.3333282,43,0,0,0.8955918,0.2830273,0.8976815,0.2836877,3220.379883,160.5052338,9.8896999,13.8599997,14.5,14.5,456.5499878,32203800,31920,27.6161385,94697848,944.3807983,6.326478,2171.441406,438.6599121,2.914613,0.9954877,4.2481775,4.887886,4.1948466,58.0170403,0,0,0.6427868,100,0,2.571342707,Oligotrophic,0.1502225,0.003455567,0.007293164,2.422341,11.70539,6.811765,2.973321,2.846386,1.37994,30.24581,1.786537,0.5466414,2.629330325,2.224820024,3.025065799,119.0552547,75.5232486,174.7296328,12.76463208,7.624897464,22.0988435,1.551537053,0.977410361,2.405054554,10.55343373,8.521480486,13.23977242,-44.87561715,168.0909542,6.261351343,0.444299897,0,0,0,0,0,0,0,0,0,0,6.238433347,0.054469151,0,0,49.96088791,0.934048401,0,0,0,0,0,0,0.005440689,0,0,0,7.908828713,0,28.19224055,0,0
53864,5004248,lcdb2000046764,0,G,0,0,0,0,5.104026284,168.2049508,-44.89192275,Otago,G,G.1,G.1.1,G.1.1.1,G.1.1.1.1,G.1,G.1.1,G.1.1.1,G.1.1.1.1,26.0473003,10.8800001,1907.599976,390,4.2199998,0,0,Clutha,Southern South Island Province,5.10323,1025.199951,443085,935.6900024,4.7079301,100,4.1309118,1296,35.1342926,1646,45.9968796,0.995315,0.8793762,0.9607609,0,0,0,0,0.8793762,0.8793762,0.8814458,0.8814458,698.7600098,9.2096548,0.8767,4.6599998,0,4.6599998,935.6900024,6987600,14880,33.321579,17560478,1424.126221,3.9484375,2162.95166,442.7997131,3,1,4,4,21.1875324,0,0,0,0,100,0,3.105840683,Mesotrophic,0.22777,0.004911623,0.01140218,3.625928,17.8718,3.742148,3.428484,3.578862,1.316169,13.53584,2.300145,0.5057331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-44.8919114,168.2049387,11.33308946,0,0,0,0,0,0,0,0,0,0,0,26.47468412,0,0,0,0.966416245,0,0,0,0,0,0,0,0.458866835,0,0,0,20.51055615,0,40.25638719,0,0
53866,5006427,lcdb2000046788,0,G,0,0,0,0,3.356742079,168.1878506,-44.86443323,Otago,G,G.1,G.1.1,G.1.1.1,G.1.1.1.1,G.1,G.1.1,G.1.1.1,G.1.1.1.1,27.6422005,8.5100002,2024.069946,330,4.8600001,0,0,Clutha,Southern South Island Province,3.35625,793.5999756,309247,1349.01001,5.64147,61,1.7365396,653,13.4217024,1647,45.9979477,0.995315,0.9748843,81.9264526,0,0,0,0,0.9748843,0.9748843,0.9771787,0.9771787,126.9899979,32.6281891,0.0274,4.3499999,0,4.3499999,1349.01001,1269900,5880,34.6724739,3459439.5,1603.883667,3.023622,2153.740234,442.566925,3,1,4,4,0,0,0,0,0,100,0,2.490960121,Oligotrophic,0.2927424,0.004870704,0.01207446,3.715177,19.75616,3.517075,3.516817,3.569856,1.316169,13.53584,4.619339,0.5057331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-44.86442657,168.1878406,21.5843154,0,0,0,0,0,0,0,0,0,0,0,52.88979246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.52589213,0,0
53868,5006398,0,0,G,0,0,0,0,1.767683186,168.023547,-44.8510693,Southland,G,G.1,G.1.1,G.1.1.1,G.1.1.1.2,G.1,G.1.1,G.1.1.1,G.1.1.1.1,27.4127998,9.8999996,1861.219971,220,4.1500001,0,0,Southland,Southern South Island Province,1.76747,601.0999756,161504,1008.780029,4.7778301,268,12.0592175,1045,24.3038769,668,10.6294575,0.995315,0.9401513,2.4139729,0,0,0,0,0.9401513,0.9401513,0.942364,0.942364,222.3000031,6.9306283,0.0828,4.6300001,0,4.6300001,1008.780029,2223000,7680,45.2392197,8505581,1521.437988,3.3788288,2132.891846,433.9504395,1,1,5,5,10.4048576,0,0,0,0,100,0,3.083368301,Mesotrophic,0.2775829,0.004360929,0.01148637,3.310996,18.79681,3.610416,3.513764,3.542583,1.404859,14.37018,11.39623,0.5057331,2.320211469,1.836594353,2.734758295,132.9381083,79.93628121,200.8004985,6.432111689,3.601190477,11.88263395,1.146517092,0.659068054,1.791584332,11.8956585,9.644414678,15.11337871,-44.85106427,168.0235416,0,0,0,0,0,0,0,0,0,0,0,0,83.46151156,0,0,0,0,0,0,0,0,0,0,0,11.02293845,0,0,0,0,0,5.515549999,0,0
53870,5006399,lcdb2000046824,0,G,0,0,0,0,8.442039023,168.0200352,-44.82631551,Southland,G,G.1,G.1.1,G.1.1.1,G.1.1.1.2,G.1,G.1.1,G.1.1.1,G.1.1.1.1,12.5896997,9.3999996,2029.089966,200,4.75,0,0,Westland,Westland South Island Province,2.0828099,548.0999756,87406.89844,1097.430054,5.7003999,162,55.9732208,1187,34.5566826,426,7.0117178,0.995315,0.946146,46.2242126,0,0,0,0,0.946146,0.946146,0.9483727,0.9483727,161.1000061,3.8593409,0.0338,4.9200001,0,4.9200001,1097.430054,1611000,6660,40.7406502,8266571.5,1562.019531,3.21875,2126.574951,434.5812378,1,1,5,5,6.4245811,0,0,0,0,100,0,2.624767065,Oligotrophic,0.3027745,0.004307933,0.01177043,3.383713,18.71807,3.52017,3.566902,3.568603,1.404859,14.37018,11.39623,0.5057331,3.045115731,2.61277833,3.46188048,201.7331526,127.3089195,297.0472372,11.52974212,6.087245115,21.54835655,2.12225568,1.24579735,3.41989169,5.653844874,4.758223296,6.768575957,-44.82630871,168.0200271,0.001527415,0,0,0,0,0,0,0,0,0,0,0,76.90974631,0,0,0,0,0,0,0,0,0,0,0,23.08872628,0,0,0,0,0,0,0,0
53872,5002994,lcdb2000046818,Lake Fergus,G,0,0,0,0,58.972797,168.1104501,-44.84479571,Southland,E,E.2,E.2.1,E.2.1.2,E.2.1.2.1,E.1,E.1.1,E.1.1.3,E.1.1.3.2,32.9275017,12.5200005,1992.420044,2068,3.4000001,0,0,Southland,Southern South Island Province,58.9651985,5298.700195,6471910,481.3599854,3.6189101,263,12.032402,1345,40.7329903,1050,21.4003086,0.995315,0.921367,0,176.3333282,26,0,0,0.921367,0.3796339,0.923492,0.3805095,807.75,78.4098129,2.0869999,8.9499998,11.5,11.5,481.3599854,8077500,16920,28.6650658,30126938,847.5049438,6.8323421,2183.985107,441.6034546,3.3033557,1,4.1812081,4.9489932,2.2061281,73.1331558,0,0,1.2947515,100,0,3.124456167,Mesotrophic,0.1592146,0.003781021,0.0079801,2.61145,11.6034,6.109706,3.102478,3.041025,1.37994,40.79906,2.188455,1.264141,2.965629528,2.572022131,3.339226595,151.8146991,98.64854447,221.9280628,17.88005256,10.29184081,32.41063016,2.217493,1.417352841,3.410928809,9.072278694,7.356381318,11.33745138,-44.84479227,168.1104384,4.131025844,1.713120042,0,0,0,0,0,0,0,0,0,0,2.722921321,0.210020742,0,0,63.90143802,1.330873756,0,0,0,0,0,0,0,0,0,0,3.667641242,0,22.32295904,0,0
53877,5003118,lcdb2000046804,Lake Mckellar,G,0,0,0,0,73.39954492,168.1419199,-44.85533189,Otago,E,E.2,E.2.1,E.2.1.2,E.2.1.2.1,E.1,E.1.1,E.1.1.3,E.1.1.3.2,25.9808998,12.3400002,2024.880005,2000,3.51,0,0,Clutha,Southern South Island Province,73.3893967,5826.600098,6355740,617.0499878,3.72823,75,1.9912302,1385,40.8392296,990,21.1526871,0.9946423,0.8967097,0,0,0,0,0,0.8967097,0.8967097,0.8991247,0.8991247,1170.98999,55.2700996,3.2402,8.1700001,0,8.1700001,617.0499878,11709900,18540,23.98139,41972856,923.9082031,6.4845562,2182.368652,442.8182678,3.4275296,1.1230628,3.9197812,4.1057429,11.9053106,60.436039,0,0,0,98.6485748,1.3387219,3.419322014,Mesotrophic,0.1721379,0.004044238,0.009351239,3.186862,11.83612,5.169456,3.218184,3.253728,1.316169,43.19868,1.876477,1.510817,2.703939544,2.29239481,3.116342138,141.4472774,88.12149926,214.0834989,12.11166635,6.942015621,21.29971484,1.700525929,1.072942755,2.638651438,10.16247443,8.166808708,12.63109313,-44.85532642,168.141913,3.937973852,0.101681459,0,0,0,0,0,0,0,0,0,0,1.233296514,0.156063038,0,0,60.3197886,0,1.438354276,0,0.768460443,0,0,0,0,0,0,0,4.256393752,0,27.78798807,0,0
53885,5006425,lcdb2000046823,Lake Lochie,R,0,0,0,0,2.61126804,168.1154735,-44.83057953,Southland,F,F.2,F.2.1,F.2.1.1,F.2.1.1.3,F.1,F.1.3,F.1.3.1.1,F.1.3.1.1,22.6243992,13,1997.579956,310,3.3599999,0,0,Southland,Southern South Island Province,2.61094,730.7000122,196903,491.1099854,3.54919,73,2.6543021,629,13.1692524,1051,21.4158707,0.995315,0.9029546,26.887722,0,0,0,0,0.9029546,0.9029546,0.9048964,0.9048964,88.8300018,19.2625751,0.9544,3.04,0,3.04,491.1099854,888300,2700,29.209156,3731055.5,757.2137451,7.2820225,2192.359619,443.40448,3.9310346,1,4.0229883,5,0,85.2096176,0,0,2.2424667,100,0,3.502583027,Mesotrophic,0.2683592,0.005391321,0.01702004,3.498516,18.12419,3.968015,3.568819,3.229254,1.386872,31.27445,6.539175,0.5071562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-44.83057218,168.1154678,0,0,0,0,0,0,0,0,0,0,0,0,0,1.071149947,0,0,88.36463514,0.031297968,0,0,0,0,0,0,0,0,0,0,2.217668163,0,8.315248784,0,0
53886,5003455,lcdb2000046839,Lake Howden,R,0,0,0,0,8.098553721,168.1366145,-44.81940394,Southland,F,F.2,F.2.1,F.2.1.1,F.2.1.1.3,F.1,F.1.3,F.1.3.1.1,F.1.3.1.1,17.1674995,11.96,2116.340088,782,3.5899999,0,0,Westland,Westland South Island Province,8.0975304,1835.300049,463382,691.7399902,3.86519,38,4.686749,232,3.0589104,1606,37.461071,0.9951103,0.9161727,0,0,0,0,0,0.9161727,0.9161727,0.9184237,0.9184237,131.4900055,30.5980244,0.9766,3.4100001,0,3.4100001,691.7399902,1314900,3240,19.8778324,5527624.5,816.6135864,7.0283465,2191.559082,444.5196838,3.9504132,1.0743802,3.8512397,4.6528926,7.2553048,99.503006,0,0,0,99.5693817,0.4321248,3.227378845,Mesotrophic,0.2705983,0.005399458,0.01667811,3.947408,22.82893,3.87933,3.529025,3.396916,1.336938,25.74776,1.441307,0.3653258,3.444758395,3.054161475,3.844800899,219.9523934,139.9173966,324.9719915,21.93858406,11.41045009,42.15905042,3.220694689,1.991892782,5.14033518,4.708761271,3.945918045,5.626576317,-44.81939445,168.1366052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.07607647,0,0.430258584,0,0,0,0,0,0,0,0,0,4.517432222,0,7.97623272,0,0
53897,5006477,lcdb2000046960,0,G,0,0,0,0,1.864580754,168.5424962,-44.66706264,Otago,G,G.1,G.1.1,G.1.1.1,G.1.1.1.1,G.1,G.1.1,G.1.1.1,G.1.1.1.1,14.8277998,4.5999999,2145.280029,160,6.5999999,0,0,Clutha,Southern South Island Province,1.08281,407.7000122,53519,2196.899902,7.72575,104,4.3038788,1327,40.693821,1724,51.8872147,0.995315,0.9923528,3.4213471,0,0,0,0,0.9923528,0.9923528,0.9946883,0.9946883,12.7799997,100.477211,0,2.49,0,2.49,2196.899902,127800,1800,17.9066944,194416.7188,2255.213135,-0.0769231,2158.307617,465.3076782,3,2,4,4,0,0,0,0,0,100,0,2.70505929,Oligotrophic,0.2923847,0.00482653,0.01296659,3.693364,18.71264,3.240006,3.696341,3.568603,1.316169,13.53584,11.3049,0.5057331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-44.66716893,168.5423688,4.792656013,0,0,0,0,0,0,0,0,0,0,0,95.20734399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53934,5004532,lcdb2000047064,0,R,0,0,0,0,1.387159867,168.8904572,-44.53727276,Otago,B,B.1,B.1.1,B.1.1.1,B.1.1.1.3,B.1,B.1.1,B.1.1.1,B.1.1.1.1,38.6517982,15.8000002,2419.439941,230,3.9000001,0,0,Clutha,Southern South Island Province,1.3869801,522.0999756,178697,312.1400146,3.3603201,178,5.6114016,2849,94.3358459,2908,94.4796295,0.4656503,0.4432748,123.1738205,0,0,0,0,0.4432748,0.4432748,0.6973754,0.6973754,14.3999996,603.1806641,4.9036999,5.1100001,0,5.1100001,312.1400146,144000,2340,31.9981022,108134.0156,424.9964905,9.626667,2288,480,3,2,3.6923077,3.8461537,27.5,0,0,0,9.0090094,38.2882881,0,3.947769642,Mesotrophic,0.4973444,0.0085668,0.02266544,5.590916,40.20314,4.079632,4.044467,3.718604,0.9757467,24.30276,10.92194,0.3653258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-44.53726411,168.8904479,0,0,0,0,0,0,0,0,0,0,0,0,0,5.784860676,0,0,0,0,81.69485749,0,0,0,0,0,0,0,0,0,0,0,12.52028183,0,0
53958,8351701,lcdb2000047126,0,A,D,0,0,0,1.966252986,169.1228075,-44.37682747,Otago,B,B.1,B.1.1,B.1.1.1,B.1.1.1.3,B.1,B.1.1,B.1.1.1,B.1.1.1.1,26.3493004,16.1000004,2279.459961,280,3.8199999,0,12.7200003,Clutha,Southern South Island Province,2.9747801,738.5,261278,279.4700012,3.27163,149,5.4220796,2535,91.6669998,2602,91.9028244,0.5458671,0.5154527,50.6138649,0,0,0,0,0.5154527,0.5154527,0.7298675,0.7298675,225.8099976,83.683136,1.0142,3.0599999,0,3.0599999,279.4700012,2258100,10980,14.2219763,1139616,517.8178711,9.2399082,2265.697266,486.7981567,3,2,2.3813953,3.1906977,65.6835403,0,0,0,0,43.8640137,12.7280455,4.439227104,Eutrophic,0.4167595,0.007999272,0.03205178,5.554846,45.44869,2.589542,4.153084,3.826024,1.790639,36.96407,6.228225,0.2352709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-44.37682116,169.1227961,0,0,0,0,0,0,0,0,0,0,0,0,0,1.622006074,0,11.48392841,6.031497777,0,38.00935985,23.15171255,0,0,0,0,0,0,0,5.708977668,0,0,13.99251768,0,0
53963,100001444,lcdb2000047154,0,G,0,0,0,0,90.44074501,168.7453795,-44.34003915,West Coast,E,E.3,E.3.1,E.3.1.1,E.3.1.1.1,E.1,E.1.1,E.1.1.1,E.1.1.1.1,33.9151993,12.6300001,1963.599976,2156,4.5500002,0,0,Westland,Westland South Island Province,106.8990021,5580.600098,12085100,641.0300293,4.81042,62,12.0325203,85,0.5749226,75,0.5196571,0.9952461,0.8752616,0,0,0,0,0,0.8752616,0.8752616,0.877352,0.877352,4384.890137,17.6302662,1.8559999,9.9200001,0,9.9200001,641.0300293,43848900,40080,25.6000004,250197520,1657.949951,3.1352794,2152.300049,474.9299927,0.49,0.33,0.66,0.66,0.000004,0,0.0001896,0,0,99.853035,0.1422681,1.766945243,Microtrophic,0.2804937,0.01420088,0.007187546,2.409044,14.31565,3.621051,3.609792,3.440813,3.650444,52.11161,6.016727,0.5057331,2.840291246,2.320565704,3.331114709,84.02147203,49.77823248,130.774529,27.77458585,13.49710357,55.24798038,1.869778574,0.987004327,3.404000199,9.765678024,7.33917455,12.8282235,-44.34003623,168.7453712,8.077956338,0,0,0,0,0,0,0,0,0,0,0,20.32133562,0,0,0,0,0,0.144476424,0,0,0,0,0,62.15412805,0.005465192,0,0,2.939005921,0,6.357632454,0,0
53966,5003536,lcdb2000047178,Cloudmaker Lake,G,0,0,0,0,24.23946125,168.7219521,-44.3054203,West Coast,G,G.1,G.1.1,G.1.1.3,G.1.1.3.1,G.1,G.1.1,G.1.1.1,G.1.1.1.1,27.6548996,8.5699997,1956.359985,954,5.8000002,0,0,Westland,Westland South Island Province,24.2385998,2391.699951,2234390,1358.319946,6.7101302,54,7.1831584,88,0.619179,76,0.5480886,0.995315,0.9586044,0,0,0,0,0,0.9586044,0.9586044,0.9608605,0.9608605,209.25,42.4983292,0.1702,8.2299995,0,8.2299995,1358.319946,2092500,7260,28.2099991,19190216,1586.099976,3.5471427,2132.52002,473.5100098,1.8,1.2,2.4100001,2.4100001,0,0,0.0015281,0,0,100,0,2.227773666,Oligotrophic,0.2864564,0.004447434,0.008849254,3.147087,16.96648,3.485708,3.353302,3.458271,2.606013,52.34771,3.434326,0.5057331,3.059622164,2.524620123,3.588623081,81.4754669,46.44806947,128.8616914,43.80619674,21.3049032,93.30040604,2.355536577,1.142309013,4.586625513,8.832879099,6.3162175,12.0445719,-44.3054161,168.7219479,0,0,0,0,0,0,0,0,0,0,0,0,28.66188868,0,0,0,0,0,0,0,0,0,0,0,19.72474735,0,0,0,5.782569871,0,45.8307941,0,0
53981,5004551,lcdb2000047143,0,R,0,0,0,0,1.425573885,169.1393655,-44.35527975,Otago,B,B.1,B.1.1,B.1.1.1,B.1.1.1.3,B.1,B.1.1,B.1.1.1,B.1.1.1.1,24.0468998,16.1000004,2331.860107,280,3.6800001,0,5.1999998,Clutha,Southern South Island Province,1.42542,670.0999756,114257,264.9599915,3.1522999,106,4.3093324,1938,72.9492035,2035,78.4639435,0.9733729,0.8662078,0,0,0,0,0,0.8662078,0.8662078,0.8780453,0.8780453,514.6199951,13.1774654,1.0647,3.4300001,0,3.4300001,264.9599915,5146200,17040,20.2744656,3164770.75,784.7016602,7.8762646,2247.167236,486.871582,2.9940238,1.9960159,3.7649403,3.8784862,11.8922701,0.2841708,0,0,0.0121374,82.3036804,5.2031789,4.831731796,Eutrophic,0.3038405,0.004036678,0.01581059,3.520204,19.46116,3.858304,3.656526,3.539392,0.9600843,39.97743,11.00653,1.284298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-44.35527723,169.139364,0,0,0,0,0,0,0,0,13.84917109,0,0,0,1.544337592,0,0,0,11.35179563,0,4.889965114,9.627117595,0,0,0,0,0,0,0,0,0,0,58.73761297,0,0
54000,5003127,lcdb2000046867,Lake Marian,G,0,0,0,0,80.28052801,168.0763558,-44.78621422,Southland,E,E.3,E.3.1,E.3.1.3,E.3.1.3.1,E.1,E.1.1,E.1.1.4,E.1.1.4.1,45.8790016,11.1400003,1821.48999,1769,3.9400001,0,0,Westland,Westland South Island Province,80.2715988,4669.899902,12275900,667.3900146,4.4723101,59,8.6083174,126,1.1782825,121,0.9395123,0.995315,0.8983852,0,0,0,0,0,0.8983852,0.8983852,0.9004996,0.9004996,1886.76001,33.3990784,1.8978,11.8199997,0,11.8199997,667.3900146,18867600,23100,35.2841225,134156976,1396.789185,4.0506892,2144.582275,440.42099,0.8484175,0.8484175,4.2420878,4.2420878,10.317688,0.2995453,14.4533482,0,0,100,0,2.545153856,Oligotrophic,0.1443734,0.003392164,0.005835818,1.68931,7.81762,5.862681,2.776849,2.697197,1.30751,13.39918,1.932997,0.5057331,2.168758779,1.75340286,2.603833516,78.34702562,48.41858822,119.0427616,8.680016997,5.094401278,15.41146083,0.934487061,0.571922868,1.53644355,12.84843089,10.17853091,15.98872815,-44.7862117,168.0763496,2.657670837,0,0,0,0,0,0,0,0,0,0,0,48.22484635,0,0,0,1.608335625,0,0,0,0,0,0,0,17.01000853,0,0,0,9.271131712,0,21.22800695,0,0
54001,5006450,lcdb2000046878,Lake Marianette,G,0,0,0,0,1.222558004,168.054967,-44.75624429,Southland,G,G.3,G.3.1,G.3.1.1,G.3.1.1.1,G.1,G.1.1,G.1.1.1,G.1.1.1.4,27.6422005,8.5699997,2170.149902,300,4.5999999,0,0,Westland,Westland South Island Province,1.22244,584.2000122,112636,1241.829956,5.46385,123,32.2142487,323,6.0893774,122,0.9604394,0.995315,0.8602662,0,0,0,0,0,0.8602662,0.8602662,0.8622909,0.8622909,322.3800049,1.5911583,0.2379,4.6300001,0,4.6300001,1241.829956,3223800,10500,36.263176,25837940,1649.053345,2.7729814,2119.074463,439.1335449,0.7955975,0.7955975,3.9779875,3.9779875,0,0,20.1842537,0,0,100,0,2.831165791,Oligotrophic,0.1997096,0.004420457,0.007544108,1.822398,9.81007,3.771627,2.943667,2.768919,1.316169,13.53584,11.16141,0.5057331,2.365200178,1.875435125,2.873054648,93.90481812,56.61365398,147.1737377,10.59847003,5.061642969,20.72239715,1.185138897,0.669267969,2.013288982,11.74474333,9.190941768,15.2704523,-44.75623865,168.05496,9.149635521,0,0,0,0,0,0,0,0,0,0,0,62.1616054,0,0,0,0,0,0,0,0,0,0,0,28.68875908,0,0,0,0,0,0,0,0
