"site","reference_period","parameter","period_start","period_end","p_value","slope","conf_low","conf_high","conf_level","z","trend_method","n","note","s","var_s","tau","alternative","trend_likelihood","lat","lon"
"Gisborne (Gisborne)",NA,"Maximum one-day rainfall","1960-01-01","2022-12-31",0.5212872232029404,NA,NA,NA,NA,-0.05338450152587885,"Mann-Kendall",63,NA,-10,28422,-0.005126894752153135,"greater","Indeterminate",-38.6586,177.9851
"Gisborne (Gisborne)","1961-1990","Very wet days","1960-01-01","2022-12-31",0.06889485649022632,NA,NA,NA,NA,1.484072405311715,"Mann-Kendall",63,NA,249,27925,0.13449609189251568,"greater","Very likely increasing",-38.6586,177.9851
"Gisborne (Gisborne)","1961-1990","Rainfall due to very wet days","1960-01-01","2022-12-31",0.03758796519218165,NA,NA,NA,NA,1.77938947758178,"Mann-Kendall",63,NA,301,28425,0.15420083990684863,"greater","Very likely increasing",-38.6586,177.9851
"Gisborne (Gisborne)","1991-2020","Very wet days","1960-01-01","2022-12-31",0.05114189112172349,NA,NA,NA,NA,1.6338812749498817,"Mann-Kendall",63,NA,274,27918,0.14838066785553755,"greater","Very likely increasing",-38.6586,177.9851
"Gisborne (Gisborne)","1991-2020","Rainfall due to very wet days","1960-01-01","2022-12-31",0.04838047598174886,NA,NA,NA,NA,1.6607635124096614,"Mann-Kendall",63,NA,281,28425,0.14395493692300487,"greater","Very likely increasing",-38.6586,177.9851
"Gore (Southland)",NA,"Maximum one-day rainfall","1960-01-01","2022-12-31",0.028826501406116825,NA,NA,NA,NA,1.8983271256822971,"Mann-Kendall",63,NA,321,28415.666666666668,0.16478493706363023,"greater","Very likely increasing",-46.115,168.887
"Gore (Southland)","1961-1990","Very wet days","1960-01-01","2022-12-31",0.20221471980028502,NA,NA,NA,NA,0.8337365808541012,"Mann-Kendall",63,NA,140,27795.333333333332,0.07625292690052088,"greater","Likely increasing",-46.115,168.887
"Gore (Southland)","1961-1990","Rainfall due to very wet days","1960-01-01","2022-12-31",0.10646871481786155,NA,NA,NA,NA,1.2455288170017496,"Mann-Kendall",63,NA,211,28427,0.10803891449052738,"greater","Likely increasing",-46.115,168.887
"Gore (Southland)","1991-2020","Very wet days","1960-01-01","2022-12-31",0.20221471980028502,NA,NA,NA,NA,0.8337365808541012,"Mann-Kendall",63,NA,140,27795.333333333332,0.07625292690052088,"greater","Likely increasing",-46.115,168.887
"Gore (Southland)","1991-2020","Rainfall due to very wet days","1960-01-01","2022-12-31",0.10646871481786155,NA,NA,NA,NA,1.2455288170017496,"Mann-Kendall",63,NA,211,28427,0.10803891449052738,"greater","Likely increasing",-46.115,168.887
"Hamilton (Waikato)",NA,"Maximum one-day rainfall","1960-01-01","2022-12-31",0.9836375659332667,NA,NA,NA,NA,-2.1354426731542775,"Mann-Kendall",63,NA,-361,28420.333333333332,-0.1851284242152273,"greater","Very likely decreasing",-37.86088,175.33175
"Hamilton (Waikato)","1961-1990","Very wet days","1960-01-01","2022-12-31",0.3667284481026037,NA,NA,NA,NA,0.34053071494460924,"Mann-Kendall",63,NA,58,28018,0.03112511706969975,"greater","Indeterminate",-37.86088,175.33175
"Hamilton (Waikato)","1961-1990","Rainfall due to very wet days","1960-01-01","2022-12-31",0.5378018525244215,NA,NA,NA,NA,-0.09489743367632378,"Mann-Kendall",63,NA,-17,28427,-0.008704557091653865,"greater","Indeterminate",-37.86088,175.33175
"Hamilton (Waikato)","1991-2020","Very wet days","1960-01-01","2022-12-31",0.38258496844328516,NA,NA,NA,NA,0.2986987159350145,"Mann-Kendall",63,NA,51,28020.333333333332,0.02736094420116017,"greater","Indeterminate",-37.86088,175.33175
"Hamilton (Waikato)","1991-2020","Rainfall due to very wet days","1960-01-01","2022-12-31",0.5425101557277984,NA,NA,NA,NA,-0.10675961288586426,"Mann-Kendall",63,NA,-19,28427,-0.009728622631848437,"greater","Indeterminate",-37.86088,175.33175
"Hokitika (West Coast)",NA,"Maximum one-day rainfall","1960-01-01","2022-12-31",0.018674783277899704,NA,NA,NA,NA,2.081922310417497,"Mann-Kendall",63,NA,352,28424,0.180374124510389,"greater","Very likely increasing",-42.71228,170.98428
"Hokitika (West Coast)","1961-1990","Very wet days","1960-01-01","2022-12-31",0.10168474502746064,NA,NA,NA,NA,1.2720102144773306,"Mann-Kendall",63,NA,214,28040,0.1146476683513199,"greater","Likely increasing",-42.71228,170.98428
"Hokitika (West Coast)","1961-1990","Rainfall due to very wet days","1960-01-01","2022-12-31",0.05597016612772678,NA,NA,NA,NA,1.5895320140784235,"Mann-Kendall",63,NA,269,28427,0.13773681515616998,"greater","Very likely increasing",-42.71228,170.98428
"Hokitika (West Coast)","1991-2020","Very wet days","1960-01-01","2022-12-31",0.09749474398768174,NA,NA,NA,NA,1.2959593560229357,"Mann-Kendall",63,NA,218,28037.333333333332,0.11698750898611285,"greater","Very likely increasing",-42.71228,170.98428
"Hokitika (West Coast)","1991-2020","Rainfall due to very wet days","1960-01-01","2022-12-31",0.04060218854315735,NA,NA,NA,NA,1.7437403438024495,"Mann-Kendall",63,NA,295,28427,0.15104966717869941,"greater","Very likely increasing",-42.71228,170.98428
"Invercargill (Southland)",NA,"Maximum one-day rainfall","1960-01-01","2022-12-31",0.6006613449341032,NA,NA,NA,NA,-0.25505928506808784,"Mann-Kendall",63,NA,-44,28422,-0.022558336909473793,"greater","Indeterminate",-46.41741,168.33052
"Invercargill (Southland)","1961-1990","Very wet days","1960-01-01","2022-12-31",0.39629504859924514,NA,NA,NA,NA,0.26294872888721954,"Mann-Kendall",63,NA,45,28000.333333333332,0.024196475557165004,"greater","Indeterminate",-46.41741,168.33052
"Invercargill (Southland)","1961-1990","Rainfall due to very wet days","1960-01-01","2022-12-31",0.6390293068328526,NA,NA,NA,NA,-0.3558653762862142,"Mann-Kendall",63,NA,-61,28427,-0.031233998975934457,"greater","Indeterminate",-46.41741,168.33052
"Invercargill (Southland)","1991-2020","Very wet days","1960-01-01","2022-12-31",0.3779896441506898,NA,NA,NA,NA,0.31076498785127427,"Mann-Kendall",63,NA,53,27999,0.028498071211772117,"greater","Indeterminate",-46.41741,168.33052
"Invercargill (Southland)","1991-2020","Rainfall due to very wet days","1960-01-01","2022-12-31",0.6345780591259447,NA,NA,NA,NA,-0.3440031970766737,"Mann-Kendall",63,NA,-59,28427,-0.030209933435739883,"greater","Indeterminate",-46.41741,168.33052
"Kerikeri (Northland)",NA,"Maximum one-day rainfall","1960-01-01","2022-12-31",0.04898222185734738,NA,NA,NA,NA,1.6548031061730024,"Mann-Kendall",63,NA,280,28426,0.14340589458689643,"greater","Very likely increasing",-35.183,173.926
"Kerikeri (Northland)","1961-1990","Very wet days","1960-01-01","2022-12-31",0.035638300194935406,NA,NA,NA,NA,1.8037111518904543,"Mann-Kendall",63,NA,303,28033.666666666668,0.16237375542163876,"greater","Very likely increasing",-35.183,173.926
"Kerikeri (Northland)","1961-1990","Rainfall due to very wet days","1960-01-01","2022-12-31",0.00367174380820517,NA,NA,NA,NA,2.680852501356147,"Mann-Kendall",63,NA,453,28427,0.23195084485407064,"greater","Very likely increasing",-35.183,173.926
"Kerikeri (Northland)","1991-2020","Very wet days","1960-01-01","2022-12-31",0.01197415899407613,NA,NA,NA,NA,2.2579573593782976,"Mann-Kendall",63,NA,378,27877.333333333332,0.20423298442831225,"greater","Very likely increasing",-35.183,173.926
"Kerikeri (Northland)","1991-2020","Rainfall due to very wet days","1960-01-01","2022-12-31",0.0023773550363741626,NA,NA,NA,NA,2.8231986518706327,"Mann-Kendall",63,NA,477,28427,0.2442396313364055,"greater","Very likely increasing",-35.183,173.926
"Lake Tekapo (Canterbury)",NA,"Maximum one-day rainfall","1960-01-01","2022-12-31",0.18362074607516196,NA,NA,NA,NA,0.9016525015442152,"Mann-Kendall",63,NA,153,28419,0.07850196112104174,"greater","Likely increasing",-44.002,170.441
"Lake Tekapo (Canterbury)","1961-1990","Very wet days","1960-01-01","2022-12-31",0.6722683409130067,NA,NA,NA,NA,-0.4461854140064689,"Mann-Kendall",63,NA,-75,27506.333333333332,-0.041541480794515494,"greater","Likely decreasing",-44.002,170.441
"Lake Tekapo (Canterbury)","1961-1990","Rainfall due to very wet days","1960-01-01","2022-12-31",0.7032593734666581,NA,NA,NA,NA,-0.5337980644293213,"Mann-Kendall",63,NA,-91,28427,-0.04659498207885304,"greater","Likely decreasing",-44.002,170.441
"Lake Tekapo (Canterbury)","1991-2020","Very wet days","1960-01-01","2022-12-31",0.720060085480425,NA,NA,NA,NA,-0.5830200112500247,"Mann-Kendall",63,NA,-98,27680.666666666668,-0.053752067836671885,"greater","Likely decreasing",-44.002,170.441
"Lake Tekapo (Canterbury)","1991-2020","Rainfall due to very wet days","1960-01-01","2022-12-31",0.739094947801684,NA,NA,NA,NA,-0.6405576773151855,"Mann-Kendall",63,NA,-109,28427,-0.05581157194060419,"greater","Likely decreasing",-44.002,170.441
"Masterton (Wellington)",NA,"Maximum one-day rainfall","1960-01-01","2022-12-31",0.307071233876589,NA,NA,NA,NA,0.5041692204714736,"Mann-Kendall",63,NA,86,28424,0.044068678147424586,"greater","Likely increasing",-40.957,175.707
"Masterton (Wellington)","1961-1990","Very wet days","1960-01-01","2022-12-31",0.008711203500182533,NA,NA,NA,NA,2.3776700640666215,"Mann-Kendall",63,NA,399,28019.666666666668,0.21369908558001738,"greater","Very likely increasing",-40.957,175.707
"Masterton (Wellington)","1961-1990","Rainfall due to very wet days","1960-01-01","2022-12-31",0.00912334705154776,NA,NA,NA,NA,2.3605736626985543,"Mann-Kendall",63,NA,399,28427,0.2043010752688172,"greater","Very likely increasing",-40.957,175.707
"Masterton (Wellington)","1991-2020","Very wet days","1960-01-01","2022-12-31",0.02215171132756666,NA,NA,NA,NA,2.0112086485363188,"Mann-Kendall",63,NA,338,28076.666666666668,0.1806743812055057,"greater","Very likely increasing",-40.957,175.707
"Masterton (Wellington)","1991-2020","Rainfall due to very wet days","1960-01-01","2022-12-31",0.02586358429956987,NA,NA,NA,NA,1.9453973903646375,"Mann-Kendall",63,NA,329,28427,0.16845878136200715,"greater","Very likely increasing",-40.957,175.707
"Milford Sound (Southland)",NA,"Maximum one-day rainfall","1960-01-01","2022-12-31",0.32393687574929475,NA,NA,NA,NA,0.4567179997212173,"Mann-Kendall",63,NA,78,28424,0.03996926622673393,"greater","Likely increasing",-44.67384,167.92406
"Milford Sound (Southland)","1961-1990","Very wet days","1960-01-01","2022-12-31",0.07326100625171555,NA,NA,NA,NA,1.4519266104959145,"Mann-Kendall",63,NA,245,28241.666666666668,0.12913747637791873,"greater","Very likely increasing",-44.67384,167.92406
"Milford Sound (Southland)","1961-1990","Rainfall due to very wet days","1960-01-01","2022-12-31",0.1375659429871033,NA,NA,NA,NA,1.0913204872777236,"Mann-Kendall",63,NA,185,28427,0.09472606246799795,"greater","Likely increasing",-44.67384,167.92406
"Milford Sound (Southland)","1991-2020","Very wet days","1960-01-01","2022-12-31",0.10010161554173469,NA,NA,NA,NA,1.2809727687897647,"Mann-Kendall",63,NA,216,28170.666666666668,0.11444325789326917,"greater","Likely increasing",-44.67384,167.92406
"Milford Sound (Southland)","1991-2020","Rainfall due to very wet days","1960-01-01","2022-12-31",0.19326178465136923,NA,NA,NA,NA,0.8659390822964546,"Mann-Kendall",63,NA,147,28427,0.07526881720430106,"greater","Likely increasing",-44.67384,167.92406
"Napier (Hawke's Bay)",NA,"Maximum one-day rainfall","1960-01-01","2022-12-31",0.3631916976942323,NA,NA,NA,NA,0.3499404418071941,"Mann-Kendall",63,NA,60,28426,0.030729834554334947,"greater","Indeterminate",-39.49846,176.91189
"Napier (Hawke's Bay)","1961-1990","Very wet days","1960-01-01","2022-12-31",0.13994069284383714,NA,NA,NA,NA,1.0805858363279823,"Mann-Kendall",63,NA,181,27747.666666666668,0.09895751292532048,"greater","Likely increasing",-39.49846,176.91189
"Napier (Hawke's Bay)","1961-1990","Rainfall due to very wet days","1960-01-01","2022-12-31",0.020660485017549152,NA,NA,NA,NA,2.0402948240409615,"Mann-Kendall",63,NA,345,28427,0.17665130568356371,"greater","Very likely increasing",-39.49846,176.91189
"Napier (Hawke's Bay)","1991-2020","Very wet days","1960-01-01","2022-12-31",0.10594909583545717,NA,NA,NA,NA,1.2483628927459611,"Mann-Kendall",63,NA,208,27495.333333333332,0.11538133307658324,"greater","Likely increasing",-39.49846,176.91189
"Napier (Hawke's Bay)","1991-2020","Rainfall due to very wet days","1960-01-01","2022-12-31",0.01589447402972869,NA,NA,NA,NA,2.1470544369268256,"Mann-Kendall",63,NA,363,28427,0.18586789554531488,"greater","Very likely increasing",-39.49846,176.91189
"Nelson (Nelson)",NA,"Maximum one-day rainfall","1960-01-01","2022-12-31",0.5023662734018784,NA,NA,NA,NA,-0.005931402593782043,"Mann-Kendall",63,NA,-2,28424,-0.0010248529801726647,"greater","Indeterminate",-41.299,173.226
"Nelson (Nelson)","1961-1990","Very wet days","1960-01-01","2022-12-31",0.2546417372486965,NA,NA,NA,NA,0.6599538048504342,"Mann-Kendall",63,NA,111,27781.666666666668,0.06054543753268936,"greater","Likely increasing",-41.299,173.226
"Nelson (Nelson)","1961-1990","Rainfall due to very wet days","1960-01-01","2022-12-31",0.34773161283875464,NA,NA,NA,NA,0.3914519139148356,"Mann-Kendall",63,NA,67,28427,0.03430619559651817,"greater","Indeterminate",-41.299,173.226
"Nelson (Nelson)","1991-2020","Very wet days","1960-01-01","2022-12-31",0.2286158575395248,NA,NA,NA,NA,0.7434129355798135,"Mann-Kendall",63,NA,125,27821.666666666668,0.06806325625205531,"greater","Likely increasing",-41.299,173.226
"Nelson (Nelson)","1991-2020","Rainfall due to very wet days","1960-01-01","2022-12-31",0.304999912766008,NA,NA,NA,NA,0.5100737060102404,"Mann-Kendall",63,NA,87,28427,0.044546850998463894,"greater","Likely increasing",-41.299,173.226
"New Plymouth (Taranaki)",NA,"Maximum one-day rainfall","1960-01-01","2022-12-31",0.9624120348078183,NA,NA,NA,NA,-1.77938947758178,"Mann-Kendall",63,NA,-301,28425,-0.15420083990684863,"greater","Very likely decreasing",-39.0079,174.18382
"New Plymouth (Taranaki)","1961-1990","Very wet days","1960-01-01","2022-12-31",0.9449668803969035,NA,NA,NA,NA,-1.597895484450362,"Mann-Kendall",63,NA,-268,27920.666666666668,-0.14480010536187218,"greater","Very likely decreasing",-39.0079,174.18382
"New Plymouth (Taranaki)","1961-1990","Rainfall due to very wet days","1960-01-01","2022-12-31",0.9737797829635406,NA,NA,NA,NA,-1.9395004147619062,"Mann-Kendall",63,NA,-328,28426,-0.16798976223036438,"greater","Very likely decreasing",-39.0079,174.18382
"New Plymouth (Taranaki)","1991-2020","Very wet days","1960-01-01","2022-12-31",0.9608447733078118,NA,NA,NA,NA,-1.7605744668547625,"Mann-Kendall",63,NA,-296,28076,-0.15813549780495903,"greater","Very likely decreasing",-39.0079,174.18382
"New Plymouth (Taranaki)","1991-2020","Rainfall due to very wet days","1960-01-01","2022-12-31",0.9896421147288019,NA,NA,NA,NA,-2.3131249458603924,"Mann-Kendall",63,NA,-391,28427,-0.2002048131080389,"greater","Very likely decreasing",-39.0079,174.18382
"Queenstown (Otago)",NA,"Maximum one-day rainfall","1960-01-01","2022-12-31",0.39019584935593776,NA,NA,NA,NA,0.2788086202108709,"Mann-Kendall",63,NA,48,28417.333333333332,0.024634399798830812,"greater","Indeterminate",-45.01758,168.74005
"Queenstown (Otago)","1961-1990","Very wet days","1960-01-01","2022-12-31",0.22854035476080645,NA,NA,NA,NA,0.7436624538515416,"Mann-Kendall",63,NA,125,27803,0.06810270178202661,"greater","Likely increasing",-45.01758,168.74005
"Queenstown (Otago)","1961-1990","Rainfall due to very wet days","1960-01-01","2022-12-31",0.29674062653334193,NA,NA,NA,NA,0.5337980644293213,"Mann-Kendall",63,NA,91,28427,0.04659498207885304,"greater","Likely increasing",-45.01758,168.74005
"Queenstown (Otago)","1991-2020","Very wet days","1960-01-01","2022-12-31",0.1946711189540659,NA,NA,NA,NA,0.8608108324632919,"Mann-Kendall",63,NA,144,27596.666666666668,0.07916891033778109,"greater","Likely increasing",-45.01758,168.74005
"Queenstown (Otago)","1991-2020","Rainfall due to very wet days","1960-01-01","2022-12-31",0.29878401778326424,NA,NA,NA,NA,0.5279010216726303,"Mann-Kendall",63,NA,90,28423.333333333332,0.046118384107769916,"greater","Likely increasing",-45.01758,168.74005
"Reefton (West Coast)",NA,"Maximum one-day rainfall","1960-01-01","2022-12-31",0.027319200682103233,NA,NA,NA,NA,1.9217406357883224,"Mann-Kendall",63,NA,325,28425,0.16649592348746114,"greater","Very likely increasing",-42.11578,171.86014
"Reefton (West Coast)","1961-1990","Very wet days","1960-01-01","2022-12-31",0.7592836044632494,NA,NA,NA,NA,-0.703999971955953,"Mann-Kendall",63,NA,-119,28094.333333333332,-0.06352165448408938,"greater","Likely decreasing",-42.11578,171.86014
"Reefton (West Coast)","1961-1990","Rainfall due to very wet days","1960-01-01","2022-12-31",0.723445882928396,NA,NA,NA,NA,-0.5931089604770237,"Mann-Kendall",63,NA,-101,28427,-0.051715309779825906,"greater","Likely decreasing",-42.11578,171.86014
"Reefton (West Coast)","1991-2020","Very wet days","1960-01-01","2022-12-31",0.9022718430134632,NA,NA,NA,NA,-1.2946056162378305,"Mann-Kendall",63,NA,-218,28096,-0.116335035917023,"greater","Very likely decreasing",-42.11578,171.86014
"Reefton (West Coast)","1991-2020","Rainfall due to very wet days","1960-01-01","2022-12-31",0.7968302560223484,NA,NA,NA,NA,-0.8303525446678331,"Mann-Kendall",63,NA,-141,28427,-0.07219662058371736,"greater","Likely decreasing",-42.11578,171.86014
"Rotorua (Bay of Plenty)",NA,"Maximum one-day rainfall","1960-01-01","2022-12-31",0.8675928019442035,NA,NA,NA,NA,-1.1150840726179154,"Mann-Kendall",63,NA,-189,28425,-0.09682378319732356,"greater","Likely decreasing",-38.10595,176.31485
"Rotorua (Bay of Plenty)","1961-1990","Very wet days","1960-01-01","2022-12-31",0.8732562007941309,NA,NA,NA,NA,-1.1419192207559168,"Mann-Kendall",63,NA,-192,27976.666666666668,-0.10350162181817922,"greater","Likely decreasing",-38.10595,176.31485
"Rotorua (Bay of Plenty)","1961-1990","Rainfall due to very wet days","1960-01-01","2022-12-31",0.8999234243126744,NA,NA,NA,NA,-1.281115354630371,"Mann-Kendall",63,NA,-217,28427,-0.1111111111111111,"greater","Likely decreasing",-38.10595,176.31485
"Rotorua (Bay of Plenty)","1991-2020","Very wet days","1960-01-01","2022-12-31",0.9550001239130009,NA,NA,NA,NA,-1.6953990175549227,"Mann-Kendall",63,NA,-285,28060.333333333332,-0.15272778975302656,"greater","Very likely decreasing",-38.10595,176.31485
"Rotorua (Bay of Plenty)","1991-2020","Rainfall due to very wet days","1960-01-01","2022-12-31",0.9762034620028188,NA,NA,NA,NA,-1.980983927993259,"Mann-Kendall",63,NA,-335,28427,-0.17153097798259087,"greater","Very likely decreasing",-38.10595,176.31485
"Tara Hills (Canterbury)",NA,"Maximum one-day rainfall","1960-01-01","2022-12-31",0.6991552994515604,NA,NA,NA,NA,-0.5219726102328589,"Mann-Kendall",63,NA,-89,28423,-0.04561765595252204,"greater","Likely decreasing",-44.52612,169.88948
"Tara Hills (Canterbury)","1961-1990","Very wet days","1960-01-01","2022-12-31",0.9233795942201988,NA,NA,NA,NA,-1.428177373206781,"Mann-Kendall",63,NA,-238,27538,-0.1317854912584157,"greater","Very likely decreasing",-44.52612,169.88948
"Tara Hills (Canterbury)","1961-1990","Rainfall due to very wet days","1960-01-01","2022-12-31",0.9146730608360684,NA,NA,NA,NA,-1.3701057975840987,"Mann-Kendall",63,NA,-232,28426,-0.11882202694342846,"greater","Very likely decreasing",-44.52612,169.88948
"Tara Hills (Canterbury)","1991-2020","Very wet days","1960-01-01","2022-12-31",0.9450083218515032,NA,NA,NA,NA,-1.598267953077873,"Mann-Kendall",63,NA,-267,27699,-0.14623232301697758,"greater","Very likely decreasing",-44.52612,169.88948
"Tara Hills (Canterbury)","1991-2020","Rainfall due to very wet days","1960-01-01","2022-12-31",0.9550846673072724,NA,NA,NA,NA,-1.6962916269642876,"Mann-Kendall",63,NA,-287,28427,-0.14695340501792112,"greater","Very likely decreasing",-44.52612,169.88948
"Taumarunui (Manawatū-Whanganui)",NA,"Maximum one-day rainfall","1960-01-01","2022-12-31",0.08908220032002158,NA,NA,NA,NA,1.3464283887885238,"Mann-Kendall",63,NA,228,28424,0.11683323973968378,"greater","Very likely increasing",-38.88784,175.25981
"Taumarunui (Manawatū-Whanganui)","1961-1990","Very wet days","1960-01-01","2022-12-31",0.04752181610189295,NA,NA,NA,NA,1.6693722371137336,"Mann-Kendall",63,NA,280,27932,0.1511975151799746,"greater","Very likely increasing",-38.88784,175.25981
"Taumarunui (Manawatū-Whanganui)","1961-1990","Rainfall due to very wet days","1960-01-01","2022-12-31",0.07392243736349673,NA,NA,NA,NA,1.4471858635639376,"Mann-Kendall",63,NA,245,28427,0.12544802867383512,"greater","Very likely increasing",-38.88784,175.25981
"Taumarunui (Manawatū-Whanganui)","1991-2020","Very wet days","1960-01-01","2022-12-31",0.11798241775563756,NA,NA,NA,NA,1.1851330753430258,"Mann-Kendall",63,NA,199,27912.333333333332,0.10755014412719914,"greater","Likely increasing",-38.88784,175.25981
"Taumarunui (Manawatū-Whanganui)","1991-2020","Rainfall due to very wet days","1960-01-01","2022-12-31",0.14554489100071866,NA,NA,NA,NA,1.055733949649102,"Mann-Kendall",63,NA,179,28427,0.09165386584741422,"greater","Likely increasing",-38.88784,175.25981
"Taupō (Waikato)",NA,"Maximum one-day rainfall","1960-01-01","2022-12-31",0.7332911244930048,NA,NA,NA,NA,-0.6227972723471145,"Mann-Kendall",63,NA,-106,28424,-0.05431720794915123,"greater","Likely decreasing",-38.74263,176.08104
"Taupō (Waikato)","1961-1990","Very wet days","1960-01-01","2022-12-31",0.18008339156520198,NA,NA,NA,NA,0.915047330854075,"Mann-Kendall",63,NA,154,27957.333333333332,0.08296985073692707,"greater","Likely increasing",-38.74263,176.08104
"Taupō (Waikato)","1961-1990","Rainfall due to very wet days","1960-01-01","2022-12-31",0.3390064336726978,NA,NA,NA,NA,0.4151762723339166,"Mann-Kendall",63,NA,71,28427,0.03635432667690732,"greater","Indeterminate",-38.74263,176.08104
"Taupō (Waikato)","1991-2020","Very wet days","1960-01-01","2022-12-31",0.25658960367531536,NA,NA,NA,NA,0.6538953851069048,"Mann-Kendall",63,NA,110,27786.666666666668,0.05980914853406781,"greater","Likely increasing",-38.74263,176.08104
"Taupō (Waikato)","1991-2020","Rainfall due to very wet days","1960-01-01","2022-12-31",0.36542194087405533,NA,NA,NA,NA,0.3440031970766737,"Mann-Kendall",63,NA,59,28427,0.030209933435739883,"greater","Indeterminate",-38.74263,176.08104
"Tauranga (Bay of Plenty)",NA,"Maximum one-day rainfall","1960-01-01","2022-12-31",0.9643198762855602,NA,NA,NA,NA,-1.8031781080771487,"Mann-Kendall",63,NA,-305,28423,-0.1563301692754969,"greater","Very likely decreasing",-37.673,176.196
"Tauranga (Bay of Plenty)","1961-1990","Very wet days","1960-01-01","2022-12-31",0.9653016960215032,NA,NA,NA,NA,-1.8158289954821407,"Mann-Kendall",63,NA,-305,28028.333333333332,-0.16353727540909857,"greater","Very likely decreasing",-37.673,176.196
"Tauranga (Bay of Plenty)","1961-1990","Rainfall due to very wet days","1960-01-01","2022-12-31",0.9080040839456208,NA,NA,NA,NA,-1.328564071468533,"Mann-Kendall",63,NA,-225,28427,-0.11520737327188939,"greater","Very likely decreasing",-37.673,176.196
"Tauranga (Bay of Plenty)","1991-2020","Very wet days","1960-01-01","2022-12-31",0.9769578290710788,NA,NA,NA,NA,-1.9946199883232392,"Mann-Kendall",63,NA,-334,27872,-0.18035703596468397,"greater","Very likely decreasing",-37.673,176.196
"Tauranga (Bay of Plenty)","1991-2020","Rainfall due to very wet days","1960-01-01","2022-12-31",0.917412439199041,NA,NA,NA,NA,-1.3878749675162354,"Mann-Kendall",63,NA,-235,28427,-0.12032770097286224,"greater","Very likely decreasing",-37.673,176.196
"Timaru (Canterbury)",NA,"Maximum one-day rainfall","1960-01-01","2022-12-31",0.09394339595604947,NA,NA,NA,NA,1.3168563151118045,"Mann-Kendall",63,NA,223,28420.333333333332,0.11435910969527892,"greater","Very likely increasing",-44.30517,171.22141
"Timaru (Canterbury)","1961-1990","Very wet days","1960-01-01","2022-12-31",0.05240694605705649,NA,NA,NA,NA,1.6219507579219972,"Mann-Kendall",63,NA,271,27711,0.14842306942921696,"greater","Very likely increasing",-44.30517,171.22141
"Timaru (Canterbury)","1961-1990","Rainfall due to very wet days","1960-01-01","2022-12-31",0.04217573633272598,NA,NA,NA,NA,1.7259774333202282,"Mann-Kendall",63,NA,292,28426,0.14955186149776342,"greater","Very likely increasing",-44.30517,171.22141
"Timaru (Canterbury)","1991-2020","Very wet days","1960-01-01","2022-12-31",0.04580112265848121,NA,NA,NA,NA,1.6870057552345479,"Mann-Kendall",63,NA,282,27744.666666666668,0.15440240243899195,"greater","Very likely increasing",-44.30517,171.22141
"Timaru (Canterbury)","1991-2020","Rainfall due to very wet days","1960-01-01","2022-12-31",0.030411911932477394,NA,NA,NA,NA,1.8747739829282264,"Mann-Kendall",63,NA,317,28410.333333333332,0.1627315422092548,"greater","Very likely increasing",-44.30517,171.22141
"Waiouru (Manawatū-Whanganui)",NA,"Maximum one-day rainfall","1960-01-01","2022-12-31",0.5165598353401287,NA,NA,NA,NA,-0.04152127896457244,"Mann-Kendall",63,NA,-8,28422,-0.004101515801722508,"greater","Indeterminate",-39.46249,175.66283
"Waiouru (Manawatū-Whanganui)","1961-1990","Very wet days","1960-01-01","2022-12-31",3.357563761017932e-5,NA,NA,NA,NA,3.9861598686161783,"Mann-Kendall",63,NA,669,28083,0.3571091331920655,"greater","Very likely increasing",-39.46249,175.66283
"Waiouru (Manawatū-Whanganui)","1961-1990","Rainfall due to very wet days","1960-01-01","2022-12-31",1.5541521241707615e-4,NA,NA,NA,NA,3.606102479700304,"Mann-Kendall",63,NA,609,28427,0.31182795698924726,"greater","Very likely increasing",-39.46249,175.66283
"Waiouru (Manawatū-Whanganui)","1991-2020","Very wet days","1960-01-01","2022-12-31",1.2460498369970243e-4,NA,NA,NA,NA,3.66307044445748,"Mann-Kendall",63,NA,614,28004.666666666668,0.3302407153184012,"greater","Very likely increasing",-39.46249,175.66283
"Waiouru (Manawatū-Whanganui)","1991-2020","Rainfall due to very wet days","1960-01-01","2022-12-31",3.173824928496588e-4,NA,NA,NA,NA,3.4163076123476563,"Mann-Kendall",63,NA,577,28427,0.2954429083461341,"greater","Very likely increasing",-39.46249,175.66283
"Wellington (Wellington)",NA,"Maximum one-day rainfall","1960-01-01","2022-12-31",0.6456830789980593,NA,NA,NA,NA,-0.373691510681152,"Mann-Kendall",63,NA,-64,28422,-0.03281212641378006,"greater","Indeterminate",-41.285,174.768
"Wellington (Wellington)","1961-1990","Very wet days","1960-01-01","2022-12-31",0.379875413605555,NA,NA,NA,NA,0.305808012832994,"Mann-Kendall",63,NA,52,27812.666666666668,0.028338939317439298,"greater","Indeterminate",-41.285,174.768
"Wellington (Wellington)","1961-1990","Rainfall due to very wet days","1960-01-01","2022-12-31",0.43405073115735615,NA,NA,NA,NA,0.16607050893356662,"Mann-Kendall",63,NA,29,28427,0.0148489503328213,"greater","Indeterminate",-41.285,174.768
"Wellington (Wellington)","1991-2020","Very wet days","1960-01-01","2022-12-31",0.5429309675699187,NA,NA,NA,NA,-0.10782052039520053,"Mann-Kendall",63,NA,-19,27870.333333333332,-0.010303934605502071,"greater","Indeterminate",-41.285,174.768
