"site","period_start","period_end","reference_period","parameter","data_value","lat","lon"
"Invercargill (Southland)","1971-01-01","1971-12-31","1991-2020","Rainfall due to very wet days",19.35622779631823,-46.41741,168.33052
"Kerikeri (Northland)","1971-01-01","1971-12-31",NA,"Maximum one-day rainfall",108.3,-35.183,173.926
"Kerikeri (Northland)","1971-01-01","1971-12-31","1961-1990","Very wet days",10,-35.183,173.926
"Kerikeri (Northland)","1971-01-01","1971-12-31","1961-1990","Rainfall due to very wet days",31.39253467374104,-35.183,173.926
"Kerikeri (Northland)","1971-01-01","1971-12-31","1991-2020","Very wet days",9,-35.183,173.926
"Kerikeri (Northland)","1971-01-01","1971-12-31","1991-2020","Rainfall due to very wet days",29.13059666759751,-35.183,173.926
"Lake Tekapo (Canterbury)","1971-01-01","1971-12-31",NA,"Maximum one-day rainfall",28.2,-44.002,170.441
"Lake Tekapo (Canterbury)","1971-01-01","1971-12-31","1961-1990","Very wet days",3,-44.002,170.441
"Lake Tekapo (Canterbury)","1971-01-01","1971-12-31","1961-1990","Rainfall due to very wet days",22.14965986394558,-44.002,170.441
"Lake Tekapo (Canterbury)","1971-01-01","1971-12-31","1991-2020","Very wet days",3,-44.002,170.441
"Lake Tekapo (Canterbury)","1971-01-01","1971-12-31","1991-2020","Rainfall due to very wet days",22.14965986394558,-44.002,170.441
"Masterton (Wellington)","1971-01-01","1971-12-31",NA,"Maximum one-day rainfall",59.7,-40.957,175.707
"Masterton (Wellington)","1971-01-01","1971-12-31","1961-1990","Very wet days",8,-40.957,175.707
"Masterton (Wellington)","1971-01-01","1971-12-31","1961-1990","Rainfall due to very wet days",32.68572825024438,-40.957,175.707
"Masterton (Wellington)","1971-01-01","1971-12-31","1991-2020","Very wet days",8,-40.957,175.707
"Masterton (Wellington)","1971-01-01","1971-12-31","1991-2020","Rainfall due to very wet days",32.68572825024438,-40.957,175.707
"Milford Sound (Southland)","1971-01-01","1971-12-31",NA,"Maximum one-day rainfall",159.5,-44.67384,167.92406
"Milford Sound (Southland)","1971-01-01","1971-12-31","1961-1990","Very wet days",6,-44.67384,167.92406
"Milford Sound (Southland)","1971-01-01","1971-12-31","1961-1990","Rainfall due to very wet days",16.653882035866072,-44.67384,167.92406
"Milford Sound (Southland)","1971-01-01","1971-12-31","1991-2020","Very wet days",6,-44.67384,167.92406
"Milford Sound (Southland)","1971-01-01","1971-12-31","1991-2020","Rainfall due to very wet days",16.653882035866072,-44.67384,167.92406
"Napier (Hawke's Bay)","1971-01-01","1971-12-31",NA,"Maximum one-day rainfall",98.7,-39.49846,176.91189
"Napier (Hawke's Bay)","1971-01-01","1971-12-31","1961-1990","Very wet days",8,-39.49846,176.91189
"Napier (Hawke's Bay)","1971-01-01","1971-12-31","1961-1990","Rainfall due to very wet days",32.86533687184316,-39.49846,176.91189
"Napier (Hawke's Bay)","1971-01-01","1971-12-31","1991-2020","Very wet days",4,-39.49846,176.91189
"Napier (Hawke's Bay)","1971-01-01","1971-12-31","1991-2020","Rainfall due to very wet days",23.011728447906858,-39.49846,176.91189
"Nelson (Nelson)","1971-01-01","1971-12-31",NA,"Maximum one-day rainfall",34.5,-41.299,173.226
"Nelson (Nelson)","1971-01-01","1971-12-31","1961-1990","Very wet days",2,-41.299,173.226
"Nelson (Nelson)","1971-01-01","1971-12-31","1961-1990","Rainfall due to very wet days",8.027632205812292,-41.299,173.226
"Nelson (Nelson)","1971-01-01","1971-12-31","1991-2020","Very wet days",2,-41.299,173.226
"Nelson (Nelson)","1971-01-01","1971-12-31","1991-2020","Rainfall due to very wet days",8.027632205812292,-41.299,173.226
"New Plymouth (Taranaki)","1971-01-01","1971-12-31",NA,"Maximum one-day rainfall",330.3,-39.0079,174.18382
"New Plymouth (Taranaki)","1971-01-01","1971-12-31","1961-1990","Very wet days",3,-39.0079,174.18382
"New Plymouth (Taranaki)","1971-01-01","1971-12-31","1961-1990","Rainfall due to very wet days",23.47508591065292,-39.0079,174.18382
"New Plymouth (Taranaki)","1971-01-01","1971-12-31","1991-2020","Very wet days",6,-39.0079,174.18382
"New Plymouth (Taranaki)","1971-01-01","1971-12-31","1991-2020","Rainfall due to very wet days",28.66194158075601,-39.0079,174.18382
"Queenstown (Otago)","1971-01-01","1971-12-31",NA,"Maximum one-day rainfall",32.5,-45.01758,168.74005
"Queenstown (Otago)","1971-01-01","1971-12-31","1961-1990","Very wet days",5,-45.01758,168.74005
"Queenstown (Otago)","1971-01-01","1971-12-31","1961-1990","Rainfall due to very wet days",22.429295406244886,-45.01758,168.74005
"Queenstown (Otago)","1971-01-01","1971-12-31","1991-2020","Very wet days",4,-45.01758,168.74005
"Queenstown (Otago)","1971-01-01","1971-12-31","1991-2020","Rainfall due to very wet days",18.84910904037927,-45.01758,168.74005
"Reefton (West Coast)","1971-01-01","1971-12-31",NA,"Maximum one-day rainfall",79.1,-42.11578,171.86014
"Reefton (West Coast)","1971-01-01","1971-12-31","1961-1990","Very wet days",9,-42.11578,171.86014
"Reefton (West Coast)","1971-01-01","1971-12-31","1961-1990","Rainfall due to very wet days",25.032802783958015,-42.11578,171.86014
"Reefton (West Coast)","1971-01-01","1971-12-31","1991-2020","Very wet days",10,-42.11578,171.86014
"Reefton (West Coast)","1971-01-01","1971-12-31","1991-2020","Rainfall due to very wet days",27.20063894118318,-42.11578,171.86014
"Rotorua (Bay of Plenty)","1971-01-01","1971-12-31",NA,"Maximum one-day rainfall",84.9,-38.10595,176.31485
"Rotorua (Bay of Plenty)","1971-01-01","1971-12-31","1961-1990","Very wet days",9,-38.10595,176.31485
"Rotorua (Bay of Plenty)","1971-01-01","1971-12-31","1961-1990","Rainfall due to very wet days",28.806272129489123,-38.10595,176.31485
"Rotorua (Bay of Plenty)","1971-01-01","1971-12-31","1991-2020","Very wet days",13,-38.10595,176.31485
"Rotorua (Bay of Plenty)","1971-01-01","1971-12-31","1991-2020","Rainfall due to very wet days",37.31917046029337,-38.10595,176.31485
"Tara Hills (Canterbury)","1971-01-01","1971-12-31",NA,"Maximum one-day rainfall",26.3,-44.52612,169.88948
"Tara Hills (Canterbury)","1971-01-01","1971-12-31","1961-1990","Very wet days",1,-44.52612,169.88948
"Tara Hills (Canterbury)","1971-01-01","1971-12-31","1961-1990","Rainfall due to very wet days",5.629280821917808,-44.52612,169.88948
"Tara Hills (Canterbury)","1971-01-01","1971-12-31","1991-2020","Very wet days",2,-44.52612,169.88948
"Tara Hills (Canterbury)","1971-01-01","1971-12-31","1991-2020","Rainfall due to very wet days",10.744863013698632,-44.52612,169.88948
"Taumarunui (Manawatū-Whanganui)","1971-01-01","1971-12-31",NA,"Maximum one-day rainfall",63.5,-38.88784,175.25981
"Taumarunui (Manawatū-Whanganui)","1971-01-01","1971-12-31","1961-1990","Very wet days",10,-38.88784,175.25981
"Taumarunui (Manawatū-Whanganui)","1971-01-01","1971-12-31","1961-1990","Rainfall due to very wet days",26.389362427548583,-38.88784,175.25981
"Taumarunui (Manawatū-Whanganui)","1971-01-01","1971-12-31","1991-2020","Very wet days",7,-38.88784,175.25981
"Taumarunui (Manawatū-Whanganui)","1971-01-01","1971-12-31","1991-2020","Rainfall due to very wet days",20.565973406068874,-38.88784,175.25981
"Taupō (Waikato)","1971-01-01","1971-12-31",NA,"Maximum one-day rainfall",40,-38.74263,176.08104
"Taupō (Waikato)","1971-01-01","1971-12-31","1961-1990","Very wet days",4,-38.74263,176.08104
"Taupō (Waikato)","1971-01-01","1971-12-31","1961-1990","Rainfall due to very wet days",12.201907790143084,-38.74263,176.08104
"Taupō (Waikato)","1971-01-01","1971-12-31","1991-2020","Very wet days",3,-38.74263,176.08104
"Taupō (Waikato)","1971-01-01","1971-12-31","1991-2020","Rainfall due to very wet days",9.678060413354531,-38.74263,176.08104
"Tauranga (Bay of Plenty)","1971-01-01","1971-12-31",NA,"Maximum one-day rainfall",94.1,-37.673,176.196
"Tauranga (Bay of Plenty)","1971-01-01","1971-12-31","1961-1990","Very wet days",9,-37.673,176.196
"Tauranga (Bay of Plenty)","1971-01-01","1971-12-31","1961-1990","Rainfall due to very wet days",32.20483641536273,-37.673,176.196
"Tauranga (Bay of Plenty)","1971-01-01","1971-12-31","1991-2020","Very wet days",9,-37.673,176.196
"Tauranga (Bay of Plenty)","1971-01-01","1971-12-31","1991-2020","Rainfall due to very wet days",32.20483641536273,-37.673,176.196
"Timaru (Canterbury)","1971-01-01","1971-12-31",NA,"Maximum one-day rainfall",25.9,-44.30517,171.22141
"Timaru (Canterbury)","1971-01-01","1971-12-31","1961-1990","Very wet days",2,-44.30517,171.22141
"Timaru (Canterbury)","1971-01-01","1971-12-31","1961-1990","Rainfall due to very wet days",11.842739990352143,-44.30517,171.22141
"Timaru (Canterbury)","1971-01-01","1971-12-31","1991-2020","Very wet days",1,-44.30517,171.22141
"Timaru (Canterbury)","1971-01-01","1971-12-31","1991-2020","Rainfall due to very wet days",6.246985045827302,-44.30517,171.22141
"Waiouru (Manawatū-Whanganui)","1971-01-01","1971-12-31",NA,"Maximum one-day rainfall",50.8,-39.46249,175.66283
"Waiouru (Manawatū-Whanganui)","1971-01-01","1971-12-31","1961-1990","Very wet days",10,-39.46249,175.66283
"Waiouru (Manawatū-Whanganui)","1971-01-01","1971-12-31","1961-1990","Rainfall due to very wet days",27.749201844625755,-39.46249,175.66283
"Waiouru (Manawatū-Whanganui)","1971-01-01","1971-12-31","1991-2020","Very wet days",7,-39.46249,175.66283
"Waiouru (Manawatū-Whanganui)","1971-01-01","1971-12-31","1991-2020","Rainfall due to very wet days",22.16211422490245,-39.46249,175.66283
"Wellington (Wellington)","1971-01-01","1971-12-31",NA,"Maximum one-day rainfall",100.4,-41.285,174.768
"Wellington (Wellington)","1971-01-01","1971-12-31","1961-1990","Very wet days",7,-41.285,174.768
"Wellington (Wellington)","1971-01-01","1971-12-31","1961-1990","Rainfall due to very wet days",28.62242918121847,-41.285,174.768
"Wellington (Wellington)","1971-01-01","1971-12-31","1991-2020","Very wet days",7,-41.285,174.768
"Wellington (Wellington)","1971-01-01","1971-12-31","1991-2020","Rainfall due to very wet days",28.62242918121847,-41.285,174.768
"Whanganui (Manawatū-Whanganui)","1971-01-01","1971-12-31",NA,"Maximum one-day rainfall",76.5,-39.93704,175.04509
"Whanganui (Manawatū-Whanganui)","1971-01-01","1971-12-31","1961-1990","Very wet days",7,-39.93704,175.04509
"Whanganui (Manawatū-Whanganui)","1971-01-01","1971-12-31","1961-1990","Rainfall due to very wet days",28.266331658291456,-39.93704,175.04509
"Whanganui (Manawatū-Whanganui)","1971-01-01","1971-12-31","1991-2020","Very wet days",7,-39.93704,175.04509
"Whanganui (Manawatū-Whanganui)","1971-01-01","1971-12-31","1991-2020","Rainfall due to very wet days",28.266331658291456,-39.93704,175.04509
"Whangaparāoa (Auckland)","1971-01-01","1971-12-31",NA,"Maximum one-day rainfall",68.8,-36.606,174.835
"Whangaparāoa (Auckland)","1971-01-01","1971-12-31","1961-1990","Very wet days",7,-36.606,174.835
"Whangaparāoa (Auckland)","1971-01-01","1971-12-31","1961-1990","Rainfall due to very wet days",21.808720334305768,-36.606,174.835
"Whangaparāoa (Auckland)","1971-01-01","1971-12-31","1991-2020","Very wet days",8,-36.606,174.835
"Whangaparāoa (Auckland)","1971-01-01","1971-12-31","1991-2020","Rainfall due to very wet days",23.984861625798313,-36.606,174.835
"Whangārei (Northland)","1971-01-01","1971-12-31",NA,"Maximum one-day rainfall",95.6,-35.769,174.364
"Whangārei (Northland)","1971-01-01","1971-12-31","1961-1990","Very wet days",9,-35.769,174.364
"Whangārei (Northland)","1971-01-01","1971-12-31","1961-1990","Rainfall due to very wet days",29.322516067853755,-35.769,174.364
"Whangārei (Northland)","1971-01-01","1971-12-31","1991-2020","Very wet days",10,-35.769,174.364
"Whangārei (Northland)","1971-01-01","1971-12-31","1991-2020","Rainfall due to very wet days",31.266462964914126,-35.769,174.364
"Auckland (Auckland)","1970-01-01","1970-12-31",NA,"Maximum one-day rainfall",80.3,-37.00813,174.78873
"Auckland (Auckland)","1970-01-01","1970-12-31","1961-1990","Very wet days",9,-37.00813,174.78873
"Auckland (Auckland)","1970-01-01","1970-12-31","1961-1990","Rainfall due to very wet days",30.544903237313832,-37.00813,174.78873
"Auckland (Auckland)","1970-01-01","1970-12-31","1991-2020","Very wet days",10,-37.00813,174.78873
"Auckland (Auckland)","1970-01-01","1970-12-31","1991-2020","Rainfall due to very wet days",32.98849549629894,-37.00813,174.78873
"Blenheim (Marlborough)","1970-01-01","1970-12-31",NA,"Maximum one-day rainfall",61.2,-41.52133,173.86439
"Blenheim (Marlborough)","1970-01-01","1970-12-31","1961-1990","Very wet days",7,-41.52133,173.86439
"Blenheim (Marlborough)","1970-01-01","1970-12-31","1961-1990","Rainfall due to very wet days",33.93059936908518,-41.52133,173.86439
"Blenheim (Marlborough)","1970-01-01","1970-12-31","1991-2020","Very wet days",9,-41.52133,173.86439
"Blenheim (Marlborough)","1970-01-01","1970-12-31","1991-2020","Rainfall due to very wet days",40.97160883280757,-41.52133,173.86439
"Christchurch (Canterbury)","1970-01-01","1970-12-31",NA,"Maximum one-day rainfall",28.2,-43.493,172.537
"Christchurch (Canterbury)","1970-01-01","1970-12-31","1961-1990","Very wet days",1,-43.493,172.537
"Christchurch (Canterbury)","1970-01-01","1970-12-31","1961-1990","Rainfall due to very wet days",4.943899018232819,-43.493,172.537
"Christchurch (Canterbury)","1970-01-01","1970-12-31","1991-2020","Very wet days",1,-43.493,172.537
"Christchurch (Canterbury)","1970-01-01","1970-12-31","1991-2020","Rainfall due to very wet days",4.943899018232819,-43.493,172.537
"Dannevirke (Manawatū-Whanganui)","1970-01-01","1970-12-31",NA,"Maximum one-day rainfall",65.3,-40.21,176.109
"Dannevirke (Manawatū-Whanganui)","1970-01-01","1970-12-31","1961-1990","Very wet days",8,-40.21,176.109
"Dannevirke (Manawatū-Whanganui)","1970-01-01","1970-12-31","1961-1990","Rainfall due to very wet days",31.295976750522208,-40.21,176.109
"Dannevirke (Manawatū-Whanganui)","1970-01-01","1970-12-31","1991-2020","Very wet days",8,-40.21,176.109
"Dannevirke (Manawatū-Whanganui)","1970-01-01","1970-12-31","1991-2020","Rainfall due to very wet days",31.295976750522208,-40.21,176.109
"Dunedin (Otago)","1970-01-01","1970-12-31",NA,"Maximum one-day rainfall",27.3,-45.90129,170.5147
"Dunedin (Otago)","1970-01-01","1970-12-31","1961-1990","Very wet days",7,-45.90129,170.5147
"Dunedin (Otago)","1970-01-01","1970-12-31","1961-1990","Rainfall due to very wet days",24.112063686466627,-45.90129,170.5147
"Dunedin (Otago)","1970-01-01","1970-12-31","1991-2020","Very wet days",6,-45.90129,170.5147
"Dunedin (Otago)","1970-01-01","1970-12-31","1991-2020","Rainfall due to very wet days",21.157379056950397,-45.90129,170.5147
"Gisborne (Gisborne)","1970-01-01","1970-12-31",NA,"Maximum one-day rainfall",70.4,-38.6586,177.9851
"Gisborne (Gisborne)","1970-01-01","1970-12-31","1961-1990","Very wet days",6,-38.6586,177.9851
"Gisborne (Gisborne)","1970-01-01","1970-12-31","1961-1990","Rainfall due to very wet days",26.088537405690392,-38.6586,177.9851
"Gisborne (Gisborne)","1970-01-01","1970-12-31","1991-2020","Very wet days",6,-38.6586,177.9851
"Gisborne (Gisborne)","1970-01-01","1970-12-31","1991-2020","Rainfall due to very wet days",26.088537405690392,-38.6586,177.9851
"Gore (Southland)","1970-01-01","1970-12-31",NA,"Maximum one-day rainfall",37,-46.115,168.887
"Gore (Southland)","1970-01-01","1970-12-31","1961-1990","Very wet days",8,-46.115,168.887
"Gore (Southland)","1970-01-01","1970-12-31","1961-1990","Rainfall due to very wet days",22.835099032703827,-46.115,168.887
"Gore (Southland)","1970-01-01","1970-12-31","1991-2020","Very wet days",8,-46.115,168.887
"Gore (Southland)","1970-01-01","1970-12-31","1991-2020","Rainfall due to very wet days",22.835099032703827,-46.115,168.887
"Hamilton (Waikato)","1970-01-01","1970-12-31",NA,"Maximum one-day rainfall",77,-37.86088,175.33175
"Hamilton (Waikato)","1970-01-01","1970-12-31","1961-1990","Very wet days",3,-37.86088,175.33175
"Hamilton (Waikato)","1970-01-01","1970-12-31","1961-1990","Rainfall due to very wet days",13.70652780360796,-37.86088,175.33175
"Hamilton (Waikato)","1970-01-01","1970-12-31","1991-2020","Very wet days",3,-37.86088,175.33175
"Hamilton (Waikato)","1970-01-01","1970-12-31","1991-2020","Rainfall due to very wet days",13.70652780360796,-37.86088,175.33175
"Hokitika (West Coast)","1970-01-01","1970-12-31",NA,"Maximum one-day rainfall",85.1,-42.71228,170.98428
"Hokitika (West Coast)","1970-01-01","1970-12-31","1961-1990","Very wet days",12,-42.71228,170.98428
"Hokitika (West Coast)","1970-01-01","1970-12-31","1961-1990","Rainfall due to very wet days",27.764737898425008,-42.71228,170.98428
"Hokitika (West Coast)","1970-01-01","1970-12-31","1991-2020","Very wet days",11,-42.71228,170.98428
"Hokitika (West Coast)","1970-01-01","1970-12-31","1991-2020","Rainfall due to very wet days",26.002653331972652,-42.71228,170.98428
"Invercargill (Southland)","1970-01-01","1970-12-31",NA,"Maximum one-day rainfall",37.6,-46.41741,168.33052
"Invercargill (Southland)","1970-01-01","1970-12-31","1961-1990","Very wet days",9,-46.41741,168.33052
"Invercargill (Southland)","1970-01-01","1970-12-31","1961-1990","Rainfall due to very wet days",24.711406769712386,-46.41741,168.33052
"Invercargill (Southland)","1970-01-01","1970-12-31","1991-2020","Very wet days",9,-46.41741,168.33052
"Invercargill (Southland)","1970-01-01","1970-12-31","1991-2020","Rainfall due to very wet days",24.711406769712386,-46.41741,168.33052
"Kerikeri (Northland)","1970-01-01","1970-12-31",NA,"Maximum one-day rainfall",71.3,-35.183,173.926
"Kerikeri (Northland)","1970-01-01","1970-12-31","1961-1990","Very wet days",3,-35.183,173.926
"Kerikeri (Northland)","1970-01-01","1970-12-31","1961-1990","Rainfall due to very wet days",12.889436313577743,-35.183,173.926
"Kerikeri (Northland)","1970-01-01","1970-12-31","1991-2020","Very wet days",2,-35.183,173.926
"Kerikeri (Northland)","1970-01-01","1970-12-31","1991-2020","Rainfall due to very wet days",9.41167946674395,-35.183,173.926
"Lake Tekapo (Canterbury)","1970-01-01","1970-12-31",NA,"Maximum one-day rainfall",56.6,-44.002,170.441
"Lake Tekapo (Canterbury)","1970-01-01","1970-12-31","1961-1990","Very wet days",6,-44.002,170.441
"Lake Tekapo (Canterbury)","1970-01-01","1970-12-31","1961-1990","Rainfall due to very wet days",37.65002222551489,-44.002,170.441
"Lake Tekapo (Canterbury)","1970-01-01","1970-12-31","1991-2020","Very wet days",6,-44.002,170.441
"Lake Tekapo (Canterbury)","1970-01-01","1970-12-31","1991-2020","Rainfall due to very wet days",37.65002222551489,-44.002,170.441
"Masterton (Wellington)","1970-01-01","1970-12-31",NA,"Maximum one-day rainfall",39.3,-40.957,175.707
"Masterton (Wellington)","1970-01-01","1970-12-31","1961-1990","Very wet days",7,-40.957,175.707
"Masterton (Wellington)","1970-01-01","1970-12-31","1961-1990","Rainfall due to very wet days",25.529865125240846,-40.957,175.707
"Masterton (Wellington)","1970-01-01","1970-12-31","1991-2020","Very wet days",7,-40.957,175.707
"Masterton (Wellington)","1970-01-01","1970-12-31","1991-2020","Rainfall due to very wet days",25.529865125240846,-40.957,175.707
"Milford Sound (Southland)","1970-01-01","1970-12-31",NA,"Maximum one-day rainfall",255.7,-44.67384,167.92406
"Milford Sound (Southland)","1970-01-01","1970-12-31","1961-1990","Very wet days",14,-44.67384,167.92406
"Milford Sound (Southland)","1970-01-01","1970-12-31","1961-1990","Rainfall due to very wet days",29.42967526965114,-44.67384,167.92406
"Milford Sound (Southland)","1970-01-01","1970-12-31","1991-2020","Very wet days",13,-44.67384,167.92406
"Milford Sound (Southland)","1970-01-01","1970-12-31","1991-2020","Rainfall due to very wet days",27.8684992890689,-44.67384,167.92406
"Napier (Hawke's Bay)","1970-01-01","1970-12-31",NA,"Maximum one-day rainfall",111.8,-39.49846,176.91189
"Napier (Hawke's Bay)","1970-01-01","1970-12-31","1961-1990","Very wet days",5,-39.49846,176.91189
"Napier (Hawke's Bay)","1970-01-01","1970-12-31","1961-1990","Rainfall due to very wet days",30.70796460176991,-39.49846,176.91189
"Napier (Hawke's Bay)","1970-01-01","1970-12-31","1991-2020","Very wet days",5,-39.49846,176.91189
"Napier (Hawke's Bay)","1970-01-01","1970-12-31","1991-2020","Rainfall due to very wet days",30.70796460176991,-39.49846,176.91189
"Nelson (Nelson)","1970-01-01","1970-12-31",NA,"Maximum one-day rainfall",125.7,-41.299,173.226
"Nelson (Nelson)","1970-01-01","1970-12-31","1961-1990","Very wet days",8,-41.299,173.226
"Nelson (Nelson)","1970-01-01","1970-12-31","1961-1990","Rainfall due to very wet days",43.98807552169593,-41.299,173.226
"Nelson (Nelson)","1970-01-01","1970-12-31","1991-2020","Very wet days",8,-41.299,173.226
"Nelson (Nelson)","1970-01-01","1970-12-31","1991-2020","Rainfall due to very wet days",43.98807552169593,-41.299,173.226
"New Plymouth (Taranaki)","1970-01-01","1970-12-31",NA,"Maximum one-day rainfall",58.1,-39.0079,174.18382
"New Plymouth (Taranaki)","1970-01-01","1970-12-31","1961-1990","Very wet days",10,-39.0079,174.18382
"New Plymouth (Taranaki)","1970-01-01","1970-12-31","1961-1990","Rainfall due to very wet days",29.608345305765503,-39.0079,174.18382
"New Plymouth (Taranaki)","1970-01-01","1970-12-31","1991-2020","Very wet days",11,-39.0079,174.18382
"New Plymouth (Taranaki)","1970-01-01","1970-12-31","1991-2020","Rainfall due to very wet days",31.71965769254794,-39.0079,174.18382
"Queenstown (Otago)","1970-01-01","1970-12-31",NA,"Maximum one-day rainfall",43.7,-45.01758,168.74005
"Queenstown (Otago)","1970-01-01","1970-12-31","1961-1990","Very wet days",6,-45.01758,168.74005
"Queenstown (Otago)","1970-01-01","1970-12-31","1961-1990","Rainfall due to very wet days",27.635368663594473,-45.01758,168.74005
"Queenstown (Otago)","1970-01-01","1970-12-31","1991-2020","Very wet days",6,-45.01758,168.74005
"Queenstown (Otago)","1970-01-01","1970-12-31","1991-2020","Rainfall due to very wet days",27.635368663594473,-45.01758,168.74005
"Reefton (West Coast)","1970-01-01","1970-12-31",NA,"Maximum one-day rainfall",166.4,-42.11578,171.86014
"Reefton (West Coast)","1970-01-01","1970-12-31","1961-1990","Very wet days",10,-42.11578,171.86014
"Reefton (West Coast)","1970-01-01","1970-12-31","1961-1990","Rainfall due to very wet days",31.939233092340075,-42.11578,171.86014
"Reefton (West Coast)","1970-01-01","1970-12-31","1991-2020","Very wet days",11,-42.11578,171.86014
"Reefton (West Coast)","1970-01-01","1970-12-31","1991-2020","Rainfall due to very wet days",33.68262103047497,-42.11578,171.86014
"Rotorua (Bay of Plenty)","1970-01-01","1970-12-31",NA,"Maximum one-day rainfall",139.6,-38.10595,176.31485
"Rotorua (Bay of Plenty)","1970-01-01","1970-12-31","1961-1990","Very wet days",6,-38.10595,176.31485
"Rotorua (Bay of Plenty)","1970-01-01","1970-12-31","1961-1990","Rainfall due to very wet days",30.259165613147914,-38.10595,176.31485
"Rotorua (Bay of Plenty)","1970-01-01","1970-12-31","1991-2020","Very wet days",6,-38.10595,176.31485
"Rotorua (Bay of Plenty)","1970-01-01","1970-12-31","1991-2020","Rainfall due to very wet days",30.259165613147914,-38.10595,176.31485
"Tara Hills (Canterbury)","1970-01-01","1970-12-31",NA,"Maximum one-day rainfall",54,-44.52612,169.88948
"Tara Hills (Canterbury)","1970-01-01","1970-12-31","1961-1990","Very wet days",5,-44.52612,169.88948
"Tara Hills (Canterbury)","1970-01-01","1970-12-31","1961-1990","Rainfall due to very wet days",33.01958402914832,-44.52612,169.88948
"Tara Hills (Canterbury)","1970-01-01","1970-12-31","1991-2020","Very wet days",7,-44.52612,169.88948
"Tara Hills (Canterbury)","1970-01-01","1970-12-31","1991-2020","Rainfall due to very wet days",39.59313799908911,-44.52612,169.88948
"Taumarunui (Manawatū-Whanganui)","1970-01-01","1970-12-31",NA,"Maximum one-day rainfall",44.3,-38.88784,175.25981
"Taumarunui (Manawatū-Whanganui)","1970-01-01","1970-12-31","1961-1990","Very wet days",5,-38.88784,175.25981
"Taumarunui (Manawatū-Whanganui)","1970-01-01","1970-12-31","1961-1990","Rainfall due to very wet days",14.971887550200805,-38.88784,175.25981
"Taumarunui (Manawatū-Whanganui)","1970-01-01","1970-12-31","1991-2020","Very wet days",5,-38.88784,175.25981
"Taumarunui (Manawatū-Whanganui)","1970-01-01","1970-12-31","1991-2020","Rainfall due to very wet days",14.971887550200805,-38.88784,175.25981
"Taupō (Waikato)","1970-01-01","1970-12-31",NA,"Maximum one-day rainfall",63.7,-38.74263,176.08104
"Taupō (Waikato)","1970-01-01","1970-12-31","1961-1990","Very wet days",5,-38.74263,176.08104
"Taupō (Waikato)","1970-01-01","1970-12-31","1961-1990","Rainfall due to very wet days",25.677179962894247,-38.74263,176.08104
"Taupō (Waikato)","1970-01-01","1970-12-31","1991-2020","Very wet days",4,-38.74263,176.08104
"Taupō (Waikato)","1970-01-01","1970-12-31","1991-2020","Rainfall due to very wet days",22.411873840445267,-38.74263,176.08104
"Tauranga (Bay of Plenty)","1970-01-01","1970-12-31",NA,"Maximum one-day rainfall",96.9,-37.673,176.196
"Tauranga (Bay of Plenty)","1970-01-01","1970-12-31","1961-1990","Very wet days",8,-37.673,176.196
"Tauranga (Bay of Plenty)","1970-01-01","1970-12-31","1961-1990","Rainfall due to very wet days",39.04331987011959,-37.673,176.196
"Tauranga (Bay of Plenty)","1970-01-01","1970-12-31","1991-2020","Very wet days",8,-37.673,176.196
"Tauranga (Bay of Plenty)","1970-01-01","1970-12-31","1991-2020","Rainfall due to very wet days",39.04331987011959,-37.673,176.196
"Timaru (Canterbury)","1970-01-01","1970-12-31",NA,"Maximum one-day rainfall",32.1,-44.30517,171.22141
"Timaru (Canterbury)","1970-01-01","1970-12-31","1961-1990","Very wet days",2,-44.30517,171.22141
"Timaru (Canterbury)","1970-01-01","1970-12-31","1961-1990","Rainfall due to very wet days",12.916862376702676,-44.30517,171.22141
"Timaru (Canterbury)","1970-01-01","1970-12-31","1991-2020","Very wet days",1,-44.30517,171.22141
"Timaru (Canterbury)","1970-01-01","1970-12-31","1991-2020","Rainfall due to very wet days",7.538750587130108,-44.30517,171.22141
"Waiouru (Manawatū-Whanganui)","1970-01-01","1970-12-31",NA,"Maximum one-day rainfall",49.2,-39.46249,175.66283
"Waiouru (Manawatū-Whanganui)","1970-01-01","1970-12-31","1961-1990","Very wet days",5,-39.46249,175.66283
"Waiouru (Manawatū-Whanganui)","1970-01-01","1970-12-31","1961-1990","Rainfall due to very wet days",16.407633287428684,-39.46249,175.66283
"Waiouru (Manawatū-Whanganui)","1970-01-01","1970-12-31","1991-2020","Very wet days",4,-39.46249,175.66283
"Waiouru (Manawatū-Whanganui)","1970-01-01","1970-12-31","1991-2020","Rainfall due to very wet days",14.13535313791068,-39.46249,175.66283
"Wellington (Wellington)","1970-01-01","1970-12-31",NA,"Maximum one-day rainfall",52,-41.285,174.768
"Wellington (Wellington)","1970-01-01","1970-12-31","1961-1990","Very wet days",6,-41.285,174.768
"Wellington (Wellington)","1970-01-01","1970-12-31","1961-1990","Rainfall due to very wet days",20.53502989422045,-41.285,174.768
"Wellington (Wellington)","1970-01-01","1970-12-31","1991-2020","Very wet days",6,-41.285,174.768
"Wellington (Wellington)","1970-01-01","1970-12-31","1991-2020","Rainfall due to very wet days",20.53502989422045,-41.285,174.768
"Whanganui (Manawatū-Whanganui)","1970-01-01","1970-12-31",NA,"Maximum one-day rainfall",53.6,-39.93704,175.04509
