rate_C_year,location,lat,long,spatial_extent,method_LSWT,method_LSWT_standard,method_trend,aggregation_mean_min_max_etc,annual_seasonal_data,temporal_aggregation,n_lakes,n_years,min_year,max_year,paper_source,citation,citation_short,journal,other notes?,link,comment from Whitney,comment on comparing studies,reviewer 1,reviewer 2
0.02,Dianchi Lake,25,103,point,MOD11A2,satellite,Not stated (linear regression?),mean,annual,annual,1,17,2001,2018,google scholar,"Yang, K., Zhang, Y., Luo, Y., & Shang, C. (2021). Precipitation events impact on urban lake surface water temperature under the perspective of macroscopic scale. Environmental Science and Pollution Research, 28, 16767-16780.",Yang et al. 2021,Environmental Science and Pollution Research,,,,,MP,
0.03,Dianchi Lake,25,103,point,MOD11A2,satellite,Not stated (linear regression?),mean,annual (day),annual,1,17,2001,2018,google scholar,"Yang, K., Zhang, Y., Luo, Y., & Shang, C. (2021). Precipitation events impact on urban lake surface water temperature under the perspective of macroscopic scale. Environmental Science and Pollution Research, 28, 16767-16780.",Yang et al. 2021,Environmental Science and Pollution Research,,,,,MP,
0.02,Dianchi Lake,25,103,point,MOD11A2,satellite,Not stated (linear regression?),mean,annual (day),annual,1,17,2001,2018,google scholar,"Yang, K., Zhang, Y., Luo, Y., & Shang, C. (2021). Precipitation events impact on urban lake surface water temperature under the perspective of macroscopic scale. Environmental Science and Pollution Research, 28, 16767-16780.",Yang et al. 2021,Environmental Science and Pollution Research,,,,,MP,
0.04143,Yunnan Province,25,101,region,Various,satellite,Theil-Sen,?,?,?,7,20,2000,2020,Scopus,"Li, D., Luo, Y., Yang, K., Shang, C., Zhu, S., Peng, S., Li, A., Chen, R., Peng, Z., Pei, X., Yin, Y., Wang, Q., Peng, C., & Wei, H. (2024). Effects of Climate Change and Urbanization on Spatiotemporal Variations of Lake Surface Water Temperature [Article]. IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing, 17, 19955-19971. https://doi.org/10.1109/JSTARS.2024.3487623 ",Li et al 2024,IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,,,,,MP,
0.016,China,36,104,region,Air2Water,modelled,Theil-Sen,mean,?,?,2260,37,1985,2022,Scopus,"Wang, W., Shi, K., Wang, X., Zhang, Y., Qin, B., Zhang, Y., & Woolway, R. I. (2024). The impact of extreme heat on lake warming in China [Article]. Nature Communications, 15(1), Article 70. https://doi.org/10.1038/s41467-023-44404-7 ",Wang et al. 2024,Nature Communications,,,,,MP,
0.026,Lake Dianchi,25,103,point,Random Forest,modelled,Linear regression,mean,annual,annual,1,69,1951,2020,Scopus,"Duan, Z., Gao, W., Cheng, G., Zhang, Y., & Chang, X. (2024). Warming surface and Lake heatwaves as key drivers to harmful algal Blooms: A case study of Lake Dianchi, China [Article]. Journal of Hydrology, 632, Article 130971. https://doi.org/10.1016/j.jhydrol.2024.130971 ",Duan et al. 2024,Journal of Hydrology,,,,,MP,
0.007,Tibetan Plateau,32,88,region,Air2Water,modelled,?,mean,summer (not clear if 3-months or based on their criteria),summer,96,22,2000,2022,Scopus,"Gan, F., Gao, Y., & Wei, Z. (2025). Changes in the summer seasonal cycle of lakes in the Inner Tibetan Plateau since the 21st century [Article]. Climatic Change, 178(4), Article 70. https://doi.org/10.1007/s10584-025-03911-w ",Gan et al 2025,Climatic Change,,,,,MP,
0.023,Lake Inari,69,28,point,Machine Learning,modelled,Sen Slope,? (appears to be mean),Annual (exluding ice period; Nov-Jun),annual,1,63,1960,2023,Scopus,"Kim, H. I., Kim, D., Salamattalab, M. M., Mahdian, M., Bateni, S. M., & Noori, R. (2024). Machine learning-based modeling of surface water temperature dynamics in arctic lakes. Environmental Science and Pollution Research, 31(49), 59642-59655.","Kim et al., 2024",Environmental Science and Pollution Research,,,,,MP,
0.035,Poland,52,19,region,Air2Water,modelled,Sen Test,Mean,Annual,annual,6,29,1994,2023,Scopus,"Ptak, M., Sojka, M., Szyga-Pluta, K., Baloch, M. Y. J., & Amnuaylojaroen, T. (2025). Is Everything Lost? Recreating the Surface Water Temperature of Unmonitored Lakes in Poland [Article]. Resources, 14(4), Article 67. https://doi.org/10.3390/resources14040067 ",Ptak et al. 2025,Resources,,,,,MP,
0.03,Brazil,-32,-52,region,MODIS,satellite,Sens slope,Mean,Annual,annual,3,20,2002,2022,Scopus,"Tavares, M. H., Cardoso, M. A., Motta Marques, D., Bonnet, M. P., & Fragoso, C. R. (2024). High Spring Warming Rates in an Extensive Subtropical Shallow Lakes System Detected Using MODIS Imagery [Article]. ACS ES and T Water, 4(4), 1518-1530. https://doi.org/10.1021/acsestwater.3c00622 ",Tavares et al. 2024,ACS ES and T Water,,,,,MP,
0.04,Brazil,-32,-52,region,MODIS,satellite,Sens slope,Mean,Seasonal,spring,3,20,2002,2022,Scopus,"Tavares, M. H., Cardoso, M. A., Motta Marques, D., Bonnet, M. P., & Fragoso, C. R. (2024). High Spring Warming Rates in an Extensive Subtropical Shallow Lakes System Detected Using MODIS Imagery [Article]. ACS ES and T Water, 4(4), 1518-1530. https://doi.org/10.1021/acsestwater.3c00622 ",Tavares et al. 2024,ACS ES and T Water,,,,,MP,
0.03,Brazil,-32,-52,region,MODIS,satellite,Sens slope,Mean,Seasonal,summer,3,20,2002,2022,Scopus,"Tavares, M. H., Cardoso, M. A., Motta Marques, D., Bonnet, M. P., & Fragoso, C. R. (2024). High Spring Warming Rates in an Extensive Subtropical Shallow Lakes System Detected Using MODIS Imagery [Article]. ACS ES and T Water, 4(4), 1518-1530. https://doi.org/10.1021/acsestwater.3c00622 ",Tavares et al. 2024,ACS ES and T Water,,,,,MP,
0.018,Southeast Asia,16,103,region,MODIS-derived,satellite,Sen's approach,mean,annual (day),annual,80,34,1986,2020,Scopus,"Virdis, S. G. P., Kongwarakom, S., Juneng, L., Padedda, B. M., & Shrestha, S. (2024). Historical and projected response of Southeast Asian lakes surface water temperature to warming climate. Environmental Research, 247, 118412.","Virdis et al., 2024",Environmental Research,,,,,MP,
0.013,Southeast Asia,16,103,region,MODIS-derived,satellite,Sen's approach,mean,annual (night),annual (night),80,34,1986,2020,Scopus,"Virdis, S. G. P., Kongwarakom, S., Juneng, L., Padedda, B. M., & Shrestha, S. (2024). Historical and projected response of Southeast Asian lakes surface water temperature to warming climate. Environmental Research, 247, 118412.","Virdis et al., 2024",Environmental Research,,,,,MP,
0.044,Poland,54,19,region,daily observed,in situ,Sen's,mean,annual,annual,25,29,1987,2016,Scopus,"Wang, R., Dong, W., Sun, J., Sojka, M., Ptak, M., & Zhu, S. (2025). Long-Term Trends of Lake Surface Water Temperatures in Lowland Polish Temperate Lakes [Article]. Atmosphere, 16(2), Article 120. https://doi.org/10.3390/atmos16020120 ","Wang et al., 2025",Atmosphere,,,,,MP,
0.056,Poland,54,19,region,daily observed,in situ,Sen's,mean,seasonal,summer,25,29,1987,2016,Scopus,"Wang, R., Dong, W., Sun, J., Sojka, M., Ptak, M., & Zhu, S. (2025). Long-Term Trends of Lake Surface Water Temperatures in Lowland Polish Temperate Lakes [Article]. Atmosphere, 16(2), Article 120. https://doi.org/10.3390/atmos16020120 ","Wang et al., 2025",Atmosphere,,,,,MP,
0.013,global,0,-108.8,global,"Lakes_cci, GLTC, FLake model",modelled,Thiel-sen,mean,annual (ice; <=1deg C excluded),annual,1260,43,1979,2022,Scopus,"Wang, X., Shi, K., Qin, B., Zhang, Y., & Woolway, R. I. (2024). Disproportionate impact of atmospheric heat events on lake surface water temperature increases. Nature Climate Change, 14(11), 1172-1177.",Wang et al. 2024b,Nature Climate Change,,,,,MP,
0.023,global,0,-108.8,global,"Lakes_cci, GLTC, FLake model",modelled,Thiel-sen,mean,seasonal (ice; <=1deg C excluded),summer,1260,43,1979,2022,Scopus,"Wang, X., Shi, K., Qin, B., Zhang, Y., & Woolway, R. I. (2024). Disproportionate impact of atmospheric heat events on lake surface water temperature increases. Nature Climate Change, 14(11), 1172-1177.",Wang et al. 2024b,Nature Climate Change,,,,,MP,
0.066,Dongting Lake,29,113,point,Landsat satellite images,satellite,least squares linear regression,mean,annual,annual,1,34,1988,2022,Scopus,"Wang, Y., Tao, J., Zhao, L., Qin, S., Xiao, H., Wang, Y., Sheng, D., & Zhang, Y. (2024). Investigating long-term changes in surface water temperature of Dongting Lake using Landsat imagery, China [Article]. Environmental Science and Pollution Research, 31(28), 41167-41181. https://doi.org/10.1007/s11356-024-33878-7 ",Wang et al. 2024a,Environmental Science and Pollution Research,,,,,MP,
0.15,Dongting Lake,29,113,point,Landsat satellite images,satellite,least squares linear regression,mean,annual,spring,1,34,1988,2022,Scopus,"Wang, Y., Tao, J., Zhao, L., Qin, S., Xiao, H., Wang, Y., Sheng, D., & Zhang, Y. (2024). Investigating long-term changes in surface water temperature of Dongting Lake using Landsat imagery, China [Article]. Environmental Science and Pollution Research, 31(28), 41167-41181. https://doi.org/10.1007/s11356-024-33878-7 ",Wang et al. 2024a,Environmental Science and Pollution Research,,,,,MP,
0.026,Dongting Lake,29,113,point,Landsat satellite images,satellite,least squares linear regression,mean,annual,summer,1,34,1988,2022,Scopus,"Wang, Y., Tao, J., Zhao, L., Qin, S., Xiao, H., Wang, Y., Sheng, D., & Zhang, Y. (2024). Investigating long-term changes in surface water temperature of Dongting Lake using Landsat imagery, China [Article]. Environmental Science and Pollution Research, 31(28), 41167-41181. https://doi.org/10.1007/s11356-024-33878-7 ",Wang et al. 2024a,Environmental Science and Pollution Research,,,,,MP,
0.045,Dongting Lake,29,113,point,Landsat satellite images,satellite,least squares linear regression,mean,annual,autumn,1,34,1988,2022,Scopus,"Wang, Y., Tao, J., Zhao, L., Qin, S., Xiao, H., Wang, Y., Sheng, D., & Zhang, Y. (2024). Investigating long-term changes in surface water temperature of Dongting Lake using Landsat imagery, China [Article]. Environmental Science and Pollution Research, 31(28), 41167-41181. https://doi.org/10.1007/s11356-024-33878-7 ",Wang et al. 2024a,Environmental Science and Pollution Research,,,,,MP,
0.043,Dongting Lake,29,113,point,Landsat satellite images,satellite,least squares linear regression,mean,annual,winter,1,34,1988,2022,Scopus,"Wang, Y., Tao, J., Zhao, L., Qin, S., Xiao, H., Wang, Y., Sheng, D., & Zhang, Y. (2024). Investigating long-term changes in surface water temperature of Dongting Lake using Landsat imagery, China [Article]. Environmental Science and Pollution Research, 31(28), 41167-41181. https://doi.org/10.1007/s11356-024-33878-7 ",Wang et al. 2024a,Environmental Science and Pollution Research,,,,,MP,
0.012,China,36,104,region,Air2Water,modelled,? (assuming linear regression),?,Seasonal (summer; Jul-Sep),summer,?,70,1950,2020,Scopus,"Wu, Y., Ji, F., Wang, S., He, Y., & Hu, S. (2024). Increased Warming Efficiencies of Lake Heatwaves Enhance Dryland Lake Warming over China [Article]. Remote Sensing, 16(3), Article 588. https://doi.org/10.3390/rs16030588 ",Wu et al. 2024,Remote Sensing,,,,,MP,
0.007,China - Arid lakes,36,104,region,Air2Water,modelled,? (assuming linear regression),?,Seasonal (summer; Jul-Sep),summer,?,70,1950,2020,Scopus,"Wu, Y., Ji, F., Wang, S., He, Y., & Hu, S. (2024). Increased Warming Efficiencies of Lake Heatwaves Enhance Dryland Lake Warming over China [Article]. Remote Sensing, 16(3), Article 588. https://doi.org/10.3390/rs16030588 ",Wu et al. 2024,Remote Sensing,,,,,MP,
0.021,China - Semi arid lakes,36,104,region,Air2Water,modelled,? (assuming linear regression),?,Seasonal (summer; Jul-Sep),summer,?,70,1950,2020,Scopus,"Wu, Y., Ji, F., Wang, S., He, Y., & Hu, S. (2024). Increased Warming Efficiencies of Lake Heatwaves Enhance Dryland Lake Warming over China [Article]. Remote Sensing, 16(3), Article 588. https://doi.org/10.3390/rs16030588 ",Wu et al. 2024,Remote Sensing,,,,,MP,
0.013,China - Semi humid lakes,36,104,region,Air2Water,modelled,? (assuming linear regression),?,Seasonal (summer; Jul-Sep),summer,?,70,1950,2020,Scopus,"Wu, Y., Ji, F., Wang, S., He, Y., & Hu, S. (2024). Increased Warming Efficiencies of Lake Heatwaves Enhance Dryland Lake Warming over China [Article]. Remote Sensing, 16(3), Article 588. https://doi.org/10.3390/rs16030588 ",Wu et al. 2024,Remote Sensing,,,,,MP,
0.006,China - Humid lakes,36,104,region,Air2Water,modelled,? (assuming linear regression),?,Seasonal (summer; Jul-Sep),summer,?,70,1950,2020,Scopus,"Wu, Y., Ji, F., Wang, S., He, Y., & Hu, S. (2024). Increased Warming Efficiencies of Lake Heatwaves Enhance Dryland Lake Warming over China [Article]. Remote Sensing, 16(3), Article 588. https://doi.org/10.3390/rs16030588 ",Wu et al. 2024,Remote Sensing,,,,,MP,
0.03283,Patagonia Icefield,-48,-73,region,MOD11A2 and MYD11A2,satellite,? (assuming linear regression),?,seasonal,annual,6,20,2002,2022,Scopus,"Zhao, S., Sun, H., Cheng, J., & Zhang, G. (2025). Water Surface Temperature Dynamics of the Three Largest Ice-Contact Lakes in the Patagonia Icefield over the Last 20 Years [Article]. Water (Switzerland), 17(3), Article 385. https://doi.org/10.3390/w17030385 ",Zhao et al. 2025,Water (Switzerland),,,,,MP,
0.03183,Patagonia Icefield,-48,-73,region,MOD11A2 and MYD11A2,satellite,? (assuming linear regression),?,seasonal,autumn,6,20,2002,2022,Scopus,"Zhao, S., Sun, H., Cheng, J., & Zhang, G. (2025). Water Surface Temperature Dynamics of the Three Largest Ice-Contact Lakes in the Patagonia Icefield over the Last 20 Years [Article]. Water (Switzerland), 17(3), Article 385. https://doi.org/10.3390/w17030385 ",Zhao et al. 2025,Water (Switzerland),,,,,MP,
0.026,Patagonia Icefield,-48,-73,region,MOD11A2 and MYD11A2,satellite,? (assuming linear regression),?,seasonal,winter,6,20,2002,2022,Scopus,"Zhao, S., Sun, H., Cheng, J., & Zhang, G. (2025). Water Surface Temperature Dynamics of the Three Largest Ice-Contact Lakes in the Patagonia Icefield over the Last 20 Years [Article]. Water (Switzerland), 17(3), Article 385. https://doi.org/10.3390/w17030385 ",Zhao et al. 2025,Water (Switzerland),,,,,MP,
0.04033,Patagonia Icefield,-48,-73,region,MOD11A2 and MYD11A2,satellite,? (assuming linear regression),?,seasonal,spring,6,20,2002,2022,Scopus,"Zhao, S., Sun, H., Cheng, J., & Zhang, G. (2025). Water Surface Temperature Dynamics of the Three Largest Ice-Contact Lakes in the Patagonia Icefield over the Last 20 Years [Article]. Water (Switzerland), 17(3), Article 385. https://doi.org/10.3390/w17030385 ",Zhao et al. 2025,Water (Switzerland),,,,,MP,
0.02538,Patagonia Icefield,-48,-73,region,MOD11A2 and MYD11A2,satellite,? (assuming linear regression),?,seasonal,summer,6,20,2002,2022,Scopus,"Zhao, S., Sun, H., Cheng, J., & Zhang, G. (2025). Water Surface Temperature Dynamics of the Three Largest Ice-Contact Lakes in the Patagonia Icefield over the Last 20 Years [Article]. Water (Switzerland), 17(3), Article 385. https://doi.org/10.3390/w17030385 ",Zhao et al. 2025,Water (Switzerland),,,,,MP,
